genre,title,artist,songId,albumId,lyrics
발라드,금요일에 만나요 (Feat. 장이정 Of HISTORY),아이유,4369827,2222587,"월요일엔 아마 바쁘지 않을까 
화요일도 성급해 보이지 안 그래 
수요일은 뭔가 어정쩡한 느낌 
목요일은 그냥 내가 왠지 싫어 
우 이번 주 금요일 
우 금요일에 시간 어때요 
주말까지 기다리긴 힘들어 
시간아 달려라 시계를  
더 보채고 싶지만  
mind control 
일분 일초가 달콤해 
이 남자 도대체 뭐야 
사랑에 빠지지 않곤 못 배기겠어 
온 종일 내 맘은 저기  
시계바늘 위에 올라타 
한 칸씩 그대에게 더 가까이 
우 이번 주 금요일 
우 금요일에 시간 어때요 
딱히 보고 싶은 영화는 없지만 
딱히 먹고 싶은 메뉴는 없지만 
주말까지 기다리긴 힘들어 
시간아 달려라 시계를  
더 보채고 싶지만  
mind control 
일분 일초가 달콤해 
이 남자 도대체 뭐야 
사랑에 빠지지 않곤  
못 배기겠어 
온 종일 내 맘은 저기  
시계바늘 위에 올라타 
한 칸씩 그대에게 더 가까이 
나 뭔가에 홀린 것 같아 
이 여잔 도대체 뭐야 
사랑해주지 않고는 못 배기겠어 
돌아오는 이번 주  
금요일에 만나요 
그 날 내 맘을 더 가져가줘요
더 가까이 더 가까이 와요  
더 가까이"
발라드,너의 의미 (Feat. 김창완),아이유,4646573,2256290,"너의 그 한 마디 말도 그 웃음도 
나에겐 커다란 의미 
너의 그 작은 눈빛도 
쓸쓸한 그 뒷모습도 나에겐 힘겨운 
약속 
너의 모든 것은 내게로 와 
풀리지 않는 수수께끼가 되네 
슬픔은 간이역의 코스모스로 피고 
스쳐 불어온 넌 향긋한 바람 
나 이제 뭉게구름 위에 성을 짓고 
널 향해 창을 내리 바람 드는 창을 
너의 그 한 마디 말도 그 웃음도 
나에겐 커다란 의미 
너의 그 작은 눈빛도 
쓸쓸한 그 뒷모습도 나에겐 힘겨운 
약속 
너의 모든 것은 내게로 와 
풀리지 않는 수수께끼가 되네 
슬픔은 간이역의 코스모스로 피고 
스쳐 불어온 넌 향긋한 바람 
나 이제 뭉게구름 위에 성을 짓고 
널 향해 창을 내리 바람 드는 창을 
슬픔은 간이역의 코스모스로 피고 
스쳐 불어온 넌 향긋한 바람 
나 이제 뭉게구름 위에 성을 짓고 
널 향해 창을 내리 바람 드는 창을 
너의 그 한 마디 말도 그 웃음도 
나에겐 커다란 의미
너의 그 작은 눈빛도
쓸쓸한 그 뒷모습도 나에겐 힘겨운
약속"
발라드,사랑의 인사,씨야,1645081,352046,"비내리는 거릴 좋아 했었죠 
우산없이 나와 함께 걸었죠 
다시 내리는 비에 그대 생각나 
눈물날 것 같은데 
둘이 걷다보면 나를 위해서 
습관처럼 왼쪽 편에 세웠죠 
내 여자라고 
내가 지켜야 한다고 
버릇처럼 말했죠 
좋은 사람 꼭 만날 거라 했는데 
그 약속 지키지 못할 것 같아 
내겐 그대가 하나뿐이라 
다른 사랑 못할 것 같아요 
이제는 나를 찾아오지 말라고 
가슴에 멍드는 말을 하고서 
지나가는 발소리 그대이기를 
원하고 또 원하죠 
 
가끔 그대 어깨 기대 잠들면 
아무 말도 없이 안아주었죠 
고마웠다고 이젠 말할수 있는데 
그댄 어디 있나요 
좋은 사람 꼭 만날 거라 했는데 
그 약속 지키지 못할 것 같아 
내겐 그대가 하나뿐이라 
다른 사랑 못할 것 같아요 
이제는 나를 찾아오지 말라고 
가슴에 멍드는 말을 하고서 
지나가는 발소리 그대이기를 
원하고 또 원하죠 
보고파 소리쳐봐도 
그리워 불러도 
닿을 수가 없는 그댄가봐 
이젠 나를 잊었나봐 
 
그대가 못난 바보라고 할까봐 
내 사랑 너무나 아낀 것 같아 
괜한 자존심 하나 때문에 
사랑한단 말도 못했어요 
못잊어 그립다는 말도 못하고 
그대가 나를 또 찾지 않을까 
지나가는 발소리 그대이기를 
원하고 또 원하죠"
발라드,소녀,오혁,7942948,2652150,"내 곁에만 머물러요 떠나면 안돼요
그리움 두고 머나먼 길
그대 무지개를 찾아올 순 없어요
노을 진 창가에 앉아
멀리 떠가는 구름을 보면
찾고 싶은 옛 생각들 하늘에 그려요
음 불어오는 차가운 바람 속에
그대 외로워 울지만
나 항상 그대 곁에 머물겠어요
떠나지 않아요
노을 진 창가에 앉아
멀리 떠가는 구름을 보면
찾고 싶은 옛 생각들 하늘에 그려요
음 불어오는 차가운 바람 속에
그대 외로워 울지만
나 항상 그대 곁에 머물겠어요
떠나지 않아요
내 곁에만 머물러요 떠나면 안돼요"
발라드,이 소설의 끝을 다시 써보려 해,한동근,5398990,2284064,"시계가 반대로 돌아가고 있어
TV속 영화가 되감아지고 있어
내렸던 빗물이 올라가고 있어
잊었던 기억이 돌아오고 있어
도로 위에 차들이 
반대로 달리고
온 세상의 모든 게 다 
거꾸로 움직여
지금 나는 계속 반대로 
뒷걸음질 치며
그날의 너에게 돌아가고 있어
운명 같은 만남 너무 아픈 결말
난 이 소설의 끝을 
다시 써보려 해
내 한 권의 사랑 마지막 장면엔
니가 있어야 해 
그래야 말이 되니까
한 장씩 한 장씩 뒤로 넘겨 지며
아팠던 일기가 지워지고 있어
가루 낸 사진이 모여들고 있어
버렸던 미련이 돌아오고 있어
삼켰던 내 눈물이 
다시 뱉어지고
뱉었던 그 모진 말은 
다시 삼켜지고
지금 나는 계속 반대로 
뒷걸음질 치며
그날의 너에게 돌아가고 있어
운명 같은 만남 너무 아픈 결말
난 이 소설의 끝을 다시 써보려 해
내 한 권의 사랑 마지막 장면엔
니가 있어야 해 그래야 말이 돼
여기야 우리가 이별한 
그 슬픈 페이지
내 앞에서 니가 서서 울고 있어
너에게 묻고 싶어 너만 괜찮다면
난 이 소설의 끝을 다시 써보려 해
내 한 권의 사랑 마지막 장면엔
니가 있어야 해 
그래야 말이 되니까"
발라드,내게 오는 길,성시경,8302,2138,"지금 곁에서 딴 생각에 잠겨
걷고 있는 그대
설레는 마음에 몰래
그대 모습 바라보면서
내 안에 담아요
사랑이겠죠
또 다른 말로는 설명할 수 없죠
함께 걷는 이 길
다시 추억으로 끝나지않게
꼭 오늘처럼 지켜갈게요
사랑한다는 그 말 아껴둘 걸 그랬죠
이젠 어떻게 내 맘 표현해야 하나
모든 것이 변해 가도
이 맘으로 그대 사랑할게요
망설였나요
날 받아주기가 아직 힘든가요
그댈 떠난 사람
그만 잊으려고 애쓰지마요
나 그때까지 기다릴테니
사랑한다는 그 말 아껴둘 걸 그랬죠
이젠 어떻게 내 맘 표현해야 하나
모든 것이 변해 가도
이 맘으로 그대 사랑할게요
눈물이 또 남아 있다면 모두 흘려버려요
이 좋은 하늘 아래 우리만 남도록
사랑할 수 있나요 내가 다가간 만큼
이젠 내게 와 줘요 내게 기댄 마음
사랑이 아니라 해도 괜찮아요
그댈 볼 수 있으니
괜찮아요 내가 사랑할 테니"
발라드,크리스마스니까,성시경|박효신|이석훈|서인국|VIXX (빅스),3973781,2168409,"오늘은 뭔가 좀 다른 기분 Feeling 
이젠 때가 된 것 같은 느낌 Love U 
하늘에선 마침 눈이 내려 
Now It's Falling 
뭔가 잘 될 것 같은 예감 
하얀 거리마다 
행복해 보이는 연인들 
니 맘은 어떤지 내 맘과 같은지 
우리 시작해볼까 
오늘은 괜찮을까요 
내 맘이 전해질까요 
내리는 하얀 눈처럼 
너에게 닿을까요 
숨겨왔던 내 맘 전부 고백할게요 
바로 오늘 크리스마스이니까 
사실 그대도 
조금은 기댈 했잖아요 
못 이기는 척 웃는 너 
그런 니가 사랑스러워 
오늘은 괜찮을까요 
내 맘이 전해질까요 
내리는 하얀 눈처럼 
너에게 닿을까요 
숨겨왔던 내 맘 전부 고백할게요 
바로 오늘 크리스마스 
많은 사람들 속에
너만 내 눈에 보여
의상 좋고 머리도 괜찮고
얼굴 상태 나쁘지 않아
오늘만 기다렸단 말야
눈치껏 눈도 내린단 말야
또박또박 연습한 멘트
뚜벅뚜벅 걷는 발걸음이
벌써 네 앞에 도착했어
올해 크리스마스 선물은 나야
귀요미 루돌프 남
오늘이야 메리 크리스마스
조금만 더 용길 낼게
이 순간이 지나버리면
널 놓칠지 몰라
진심이 더 진심처럼 느껴지는 게
바로 오늘 크리스마스이니까
너와 나 영원히
Christmas Love"
발라드,그랬나봐,김형중,429656,26626,"많은 친구 모인 밤 그 속에서 
늘 있던 자리에 네가 가끔 보이지 않을 때 
내가 좋아했던 너의 향길 맡으면 
혹시 네가 아닐까 고갤 돌려 널 찾을 때 
우연히 너의 동넬 지나갈 때면 
어느새 네 얼굴 자꾸 떠오를 때 
그랬나 봐 나 널 좋아하나 봐 
하루하루 네 생각만 나는 걸 
널 보고 싶다고 잘할 수 있다고 
용기 내 전활 걸고 싶었는데 
그게 잘 안 돼 바보처럼 
우연히 너의 메일을 알게 되면서 
모니터 앞에 널 밤새 기다릴 때 
그랬나 봐 나 널 좋아하나 봐 
하루하루 네 생각만 나는 걸 
널 보고 싶다고 잘할 수 있다고 
용기 내 전활 걸고 싶었는데
그게 잘 안돼
말 하지 못한 막막함을
너는 알고 있을까
오랫동안 기다려온 사람 내 앞에
숨 쉬고 있는 걸
그랬나 봐 나 널 좋아하나 봐
하루하루 네 생각만 나는 걸
널 보고 싶다고 잘할 수 있다고
용기 내 전활 걸고 싶었는데
그게 잘 안돼
넌 언제나 나를 꿈꾸게 하지
지금보다 더 좋은 남자 되고 싶다고
널 만나러 가는 이 시간 난 연습해
그토록 오랜 시간 가슴속에 숨겨 왔던 말
사랑해"
발라드,다시 사랑한다 말할까,김동률,111209,5504,"마치 어제 만난 것처럼 
잘있었냔 인사가 무색할 만큼 
괜한 우려였는지 
서먹한 내가 되려 어색했을까 
어제 나의 전활 받고서 
밤새 한숨도 못 자 엉망이라며 
수줍게 웃는 얼굴 
어쩌면 이렇게도 그대로일까 
그땐 우리 너무 어렸었다며 
지난 얘기들로 웃음짓다가 
아직 혼자라는 너의 그 말에 
불쑥 나도 몰래 가슴이 시려 
다시 사랑한다 말할까 
조금 멀리 돌아왔지만
기다려왔다고 
널 기다리는게
나에게 제일 쉬운 일이라 
시간이 가는 줄 몰랐다고 
다시 사랑한다 말할까 
여전히 난 부족하지만
받아주겠냐고 
널 사랑하는게
내삶에 전부라 
어쩔 수 없다고 말야 
그땐 사랑인줄 몰랐었다며 
가끔 내 소식을 들을때마다 
항상 미안했단 너의 그 말에 
불쑥 나도 몰래 눈물이 흘러 
다시 사랑한다 말할까 
언젠가는 내게 돌아올
운명이었다고 
널 잊는다는 게 
나에게 제일 힘든 일이라 
생각 조차 할 수 없었다고 
다시 사랑한다 말할까 
좋은 친구처럼
편하게 받아주겠냐고 
다시 태어나도
널 사랑하는게 
내 삶에 이유란 말야 
다시 사랑한다 말할까 
조금 멀리 돌아왔지만
기다려왔다고 
널 기다리는게 
나에겐 제일 쉬운 일이라 
시간이 가는 줄 몰랐다고 
다시 사랑한다 말할까 
여전히 난 부족하지만 
받아주겠냐고 
널 사랑하는게
내삶에 전부라"
발라드,그녀를 사랑해줘요,하동균,1264830,320278,"잠깐 기다려줄래 
지금 데리러 갈게 
왜 자꾸 울기만 하니 
말해 말해 어디에 있니 
니가 사랑하는 사람이 
너를 두고 간 거니 
집으로 데려다 줄게 
가자 가자 바람이 차가우니까 
너를 울리는 그 사람이 
뭐가 그렇게 좋으니 
너는 모르지 너만 모르지 
너를 사랑하는 내 맘을 
걸음이 느린 내가 
먼저 가지 못해서 
내 자릴 뺏긴 아픈 사랑을 
너의 웃는 모습이 
누구 보다 예쁜지 
그 사람 알기나 하니 
정말 정말 알고도 너를 울리니 
이름 모르는 당신에게 
부탁 하나만 하는데 
사랑해줘요 사랑해줘요 
내가 사랑하는 그녀를 
당신이 나 대신에 가진 
나의 그녀를 
함부로 다룰 생각하면 안 돼요  
사랑해줘요 
내 마음도 몰라주는 그녀를 
그녀가 사랑하는 사람 
당신이니까 
나 보다 많이 사랑해줘요 
다시는 울리지는 말아요"
