순위,곡명,가수,앨범,장르
34,색안경 (STEREOTYPE),STAYC(스테이씨),STEREOTYPE,댄스
35,내 손을 잡아,아이유,최고의 사랑 OST Part.4,"발라드, 국내드라마"
36,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,R&B/Soul
37,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB),Red Moon : Beyond The Light,"R&B/Soul, 인디음악"
38,하루만 더,빅마마,하루만 더,발라드
39,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,"발라드, 국내드라마"
40,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
41,LOCO,ITZY (있지),CRAZY IN LOVE,댄스
42,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,발라드
43,가을 우체국 앞에서,김대명,슬기로운 의사생활 시즌2 OST Part 2,"발라드, 국내드라마"
44,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,발라드
45,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],POP
46,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),발라드
47,Lovesick Girls,BLACKPINK,THE ALBUM,댄스
48,멜로디,ASH ISLAND,멜로디,랩/힙합
49,Blueming,아이유,Love poem,록/메탈
50,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
51,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,댄스
52,사랑은 언제나 목마르다 (N번째 연애 X 이해리 (다비치)),이해리 (다비치),사랑은 언제나 목마르다 (N번째 연애 X 이해리 (다비치)),발라드
53,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),발라드
54,"19금 Hey Mama (Feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen,일렉트로니카
55,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,"R&B/Soul, 인디음악"
56,잠이 오질 않네요,장범준,잠이 오질 않네요,발라드
57,아로하,조정석,슬기로운 의사생활 OST Part 3,"발라드, 국내드라마"
58,안녕 (Hello),조이 (JOY),안녕 (Hello) - Special Album,록/메탈
59,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,록/메탈
60,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
61,Timeless,SG 워너비,Sg Wanna Be+,발라드
62,운전만해 (We Ride),브레이브걸스,We Ride,댄스
63,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,발라드
64,치맛바람 (Chi Mat Ba Ram),브레이브걸스,Summer Queen,댄스
65,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,"록/메탈, 국내드라마"
66,오래된 노래,스탠딩 에그,오래된 노래,"인디음악, 포크/블루스"
67,Alcohol-Free,TWICE (트와이스),Taste of Love,댄스
68,2002,Anne-Marie,Speak Your Mind (Deluxe),POP
69,METEOR,창모 (CHANGMO),Boyhood,랩/힙합
70,어푸 (Ah puh),아이유,IU 5th Album 'LILAC',댄스
71,Life Goes On,방탄소년단,BE,랩/힙합
72,상상더하기,라붐 (LABOUM),Fresh Adventure,댄스
73,여전히 아름다운지,세븐틴 (SEVENTEEN),슬기로운 의사생활 시즌2 OST Part 8,"발라드, 국내드라마"
74,그대라는 사치,임영웅,사랑의 콜센타 PART62,발라드
75,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭, 정은지","LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",댄스
76,12:45 (Stripped),Etham,12:45 (Stripped),POP
77,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고,"발라드, 인디음악"
78,고백,10CM,두 번째 '고백',록/메탈
79,사실 나는 (Feat.전건호),경서예지,사실 나는,발라드
80,비 오는 날 듣기 좋은 노래 (Feat. Colde),에픽하이 (EPIK HIGH),비 오는 날 듣기 좋은 노래,랩/힙합
81,빨간 립스틱 (Feat. 윤미래),이하이,4 ONLY,R&B/Soul
82,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56,성인가요/트로트
83,Dolphin,오마이걸 (OH MY GIRL),NONSTOP,댄스
84,나를 아는 사람,MSG워너비(정상동기),MSG워너비 1집,발라드
85,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아,성인가요/트로트
86,전화 한 번 못하니,신예영,전화 한 번 못하니 (너에게 하고 싶은 말 X 신예영),발라드
87,이젠 잊기로 해요 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 시즌2 OST Special,"록/메탈, 국내드라마"
88,HERO,임영웅,HERO,성인가요/트로트
89,산책,백예린 (Yerin Baek),선물,발라드
90,잊었니,임영웅,사랑의 콜센타 PART60,성인가요/트로트
91,끝사랑,임영웅,사랑의 콜센타 PART61,성인가요/트로트
92,너의 모습,정동하,너의 모습,발라드
93,Cold Blooded,제시 (Jessi),Cold Blooded,랩/힙합
94,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재),발라드
95,Sticker,NCT 127,Sticker - The 3rd Album,랩/힙합
96,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (MIRANI), 먼치맨(MUNCHMAN), Khundi Panda, 머쉬베놈 (MUSHVENOM)",쇼미더머니 9 Episode 1,랩/힙합
97,Bk Love,임영웅,뽕숭아학당 PART23,랩/힙합
98,너 하나야 (낮에 뜨는 달 X 길구봉구),길구봉구,너 하나야 (낮에 뜨는 달 X 길구봉구),발라드
99,Memories,Maroon 5,JORDI (Deluxe),POP
100,나의 첫사랑,다비치,나의 첫사랑,발라드
