순위,곡명,가수,앨범,장르
88,Downtown Baby,블루 (BLOO),Downtown Baby,"랩/힙합, 인디음악"
89,봄 안녕 봄,아이유,IU 5th Album 'LILAC',발라드
90,Maniac,Conan Gray,Maniac,POP
91,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집,발라드
92,비와 당신,이무진,슬기로운 의사생활 시즌2 OST Part 1,"록/메탈, 국내드라마"
93,안녕,폴킴,호텔 델루나 OST Part.10,"발라드, 국내드라마"
94,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어,발라드
95,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),쇼미더머니 9 Episode 3,랩/힙합
96,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM,5.2 (Feat. 이수현),"발라드, 인디음악"
97,처음처럼 (Feat. 개리),헤이즈 (Heize),HAPPEN,R&B/Soul
98,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),발라드
99,서면역에서,순순희,서면역에서,"발라드, 인디음악"
100,벌써일년,"반하나, MJ (써니사이드)",벌써일년,발라드
