순위,곡명,가수,앨범,장르
1,Butter,방탄소년단,Butter,댄스
2,Next Level,aespa,Next Level,댄스
3,헤픈 우연,헤이즈 (Heize),HAPPEN,R&B/Soul
4,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL,댄스
5,"19금 Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,Justice (The Complete Edition),POP
6,롤린 (Rollin'),브레이브걸스,Rollin',댄스
7,라일락,아이유,IU 5th Album 'LILAC',댄스
8,ASAP,STAYC(스테이씨),STAYDOM,댄스
9,운전만해 (We Ride),브레이브걸스,We Ride,댄스
10,Celebrity,아이유,IU 5th Album 'LILAC',댄스
11,Dynamite,방탄소년단,Dynamite (DayTime Version),댄스
12,상상더하기,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인)",MSG워너비 TOP 8 경연곡,댄스
13,안녕 (Hello),조이 (JOY),안녕 (Hello) - Special Album,록/메탈
14,상상더하기,라붐 (LABOUM),Fresh Adventure,댄스
15,Timeless,SG 워너비,Sg Wanna Be+,발라드
16,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix,랩/힙합
17,내 손을 잡아,아이유,최고의 사랑 OST Part.4,"발라드, 국내드라마"
18,멜로디,ASH ISLAND,멜로디,랩/힙합
19,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,R&B/Soul
20,마.피.아. In the morning,ITZY (있지),GUESS WHO,랩/힙합
21,Alcohol-Free,TWICE (트와이스),Taste of Love,댄스
22,라라라,SG 워너비,My Friend,발라드
23,치맛바람 (Chi Mat Ba Ram),브레이브걸스,Summer Queen,댄스
24,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭, 정은지","LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",댄스
25,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),발라드
26,내사람,SG 워너비,The Precious History,R&B/Soul
27,Coin,아이유,IU 5th Album 'LILAC',R&B/Soul
28,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],POP
29,Lovesick Girls,BLACKPINK,THE ALBUM,댄스
30,잠이 오질 않네요,장범준,잠이 오질 않네요,발라드
31,On The Ground,로제 (ROSÉ),R,록/메탈
32,Dolphin,오마이걸 (OH MY GIRL),NONSTOP,댄스
33,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,록/메탈
34,Blueming,아이유,Love poem,록/메탈
35,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),발라드
36,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,댄스
37,어푸 (Ah puh),아이유,IU 5th Album 'LILAC',댄스
38,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,발라드
39,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (MIRANI), 먼치맨(MUNCHMAN), Khundi Panda, 머쉬베놈 (MUSHVENOM)",쇼미더머니 9 Episode 1,랩/힙합
40,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,발라드
41,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재),발라드
42,Life Goes On,방탄소년단,BE,랩/힙합
43,12:45 (Stripped),Etham,12:45 (Stripped),POP
44,Off My Face,Justin Bieber,Justice (The Complete Edition),POP
45,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,발라드
46,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,"록/메탈, 국내드라마"
47,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
48,그냥 안아달란 말야,다비치,그냥 안아달란 말야,발라드
49,2002,Anne-Marie,Speak Your Mind (Deluxe),POP
50,METEOR,창모 (CHANGMO),Boyhood,랩/힙합
51,아로하,조정석,슬기로운 의사생활 OST Part 3,"발라드, 국내드라마"
52,체념,MSG워너비(정상동기),MSG워너비 TOP 8 경연곡,발라드
53,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
54,오래된 노래,스탠딩 에그,오래된 노래,"인디음악, 포크/블루스"
55,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP,댄스
56,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),발라드
57,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고,"발라드, 인디음악"
58,어떻게 지내 (Prod. By VAN.C),오반(OVAN),어떻게 지내,"랩/힙합, 인디음악"
59,Memories,Maroon 5,JORDI (Deluxe),POP
60,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,"R&B/Soul, 인디음악"
61,사실 나는 (Feat.전건호),경서예지,사실 나는,발라드
62,살다가,SG 워너비,살다가,발라드
63,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다,발라드
64,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,발라드
65,How You Like That,BLACKPINK,How You Like That,댄스
66,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)),"발라드, 인디음악"
67,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),케이시 (Kassy),너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),발라드
68,Dance Monkey,Tones And I,The Kids Are Coming,POP
69,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
70,신호등,이무진,신호등,록/메탈
71,마음을 드려요,아이유,사랑의 불시착 OST Part 11,"발라드, 국내드라마"
72,아이와 나의 바다,아이유,IU 5th Album 'LILAC',발라드
73,Love poem,아이유,Love poem,록/메탈
74,너를 만나,폴킴,너를 만나,발라드
75,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),POP
76,If You Love Me (Feat. 주헌 (몬스타엑스)),NS 윤지,If You Love Me (Feat. 주헌 (몬스타엑스)),댄스
77,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),발라드
78,When We Disco (Duet with 선미),박진영,When We Disco,댄스
79,만약에,MSG워너비(M.O.M),MSG워너비 TOP 8 경연곡,발라드
80,고백 (바른연애 길잡이 X 허각),허각,고백 (바른연애 길잡이 X 허각),발라드
81,우린 어쩌다 헤어진 걸까,허각,Hello,발라드
82,시작,가호 (Gaho),이태원 클라쓰 OST Part.2,"록/메탈, 국내드라마"
83,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,발라드
84,함께 했는데 이별은 나 혼자인 거야,이소정,함께 했는데 이별은 나 혼자인 거야,발라드
85,Don't Start Now,Dua Lipa,Future Nostalgia,POP
86,기다릴게,"하동균, 봉구 (길구봉구)",기다릴게,발라드
87,맛 (Hot Sauce),NCT DREAM,맛 (Hot Sauce) - The 1st Album,랩/힙합
