순위,곡명,가수,앨범,장르
33,헤픈 우연,헤이즈 (Heize),HAPPEN,R&B/Soul
34,Weekend,태연 (TAEYEON),Weekend,댄스
35,Dynamite,방탄소년단,Dynamite (DayTime Version),댄스
36,"깐부 (Feat. 염따, ASH ISLAND) (Prod. TOIL)",KOONTA (쿤타),쇼미더머니 10 Episode 3,랩/힙합
37,Celebrity,아이유,IU 5th Album 'LILAC',댄스
38,"19금 Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,Justice (The Complete Edition),POP
39,Bad Habits,Ed Sheeran,=,POP
40,Last Christmas,Ariana Grande,Christmas Kisses,POP
41,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,발라드
42,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),발라드
43,라일락,아이유,IU 5th Album 'LILAC',댄스
44,고백,멜로망스,세 번째 '고백',"발라드, 인디음악"
45,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),멜로망스,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),발라드
46,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,발라드
47,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB),Red Moon : Beyond The Light,"R&B/Soul, 인디음악"
48,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix,랩/힙합
49,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
50,너와 나의 Memories,"염따, TOIL, KOONTA (쿤타), 베이식 (Basick), 365LIT, 황지상 (HWANG JI SANG), 송민영",쇼미더머니 10 Episode 1,랩/힙합
51,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌,시간을 거슬러 (낮에 뜨는 달 X 케이윌),발라드
52,롤린 (Rollin'),브레이브걸스,Rollin',댄스
53,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,R&B/Soul
54,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,발라드
55,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
56,내 손을 잡아,아이유,최고의 사랑 OST Part.4,"발라드, 국내드라마"
57,좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5,"발라드, 국내드라마"
58,비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021),"발라드, 국내드라마"
59,DUMB DUMB,전소미,DUMB DUMB,댄스
60,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL,댄스
61,Blueming,아이유,Love poem,록/메탈
62,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,"R&B/Soul, 인디음악"
63,Off My Face,Justin Bieber,Justice (The Complete Edition),POP
64,흰눈,먼데이 키즈,흰눈,발라드
65,비와 당신,이무진,슬기로운 의사생활 시즌2 OST Part 1,"록/메탈, 국내드라마"
66,"19금 08베이식 (Feat. 염따, punchnello)",베이식 (Basick),쇼미더머니 10 Semi Final,랩/힙합
67,나 그댈위해 시 한편을 쓰겠어,케이시 (Kassy),옛이야기,발라드
68,Queendom,Red Velvet (레드벨벳),Queendom - The 6th Mini Album,댄스
69,SCIENTIST,TWICE (트와이스),Formula of Love: O+T=<3,댄스
70,멜로디,ASH ISLAND,멜로디,랩/힙합
71,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),발라드
72,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,발라드
73,TROUBLE (Prod. Slom),"Don Mills, Northfacegawd, sokodomo, Khakii (카키), 에이체스 (A-Chess)",쇼미더머니 10 Episode 1,랩/힙합
74,그대라는 사치,임영웅,사랑의 콜센타 PART62,발라드
75,ASAP,STAYC(스테이씨),STAYDOM,댄스
76,"Reset (Feat. 개코, Kid Milli) (Prod. 코드 쿤스트)","SINCE, Tabber, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Episode 3,랩/힙합
77,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,댄스
78,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
79,다음생이 있다면 당신을 만나서 다시 사랑할래요,임재현,다음생이 있다면 당신을 만나서 다시 사랑할래요,발라드
80,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56,성인가요/트로트
81,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],POP
82,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,록/메탈
83,탕!♡,MINO (송민호),"""TO INFINITY.""",랩/힙합
84,잊었니,임영웅,사랑의 콜센타 PART60,성인가요/트로트
85,Lovesick Girls,BLACKPINK,THE ALBUM,댄스
86,가을 우체국 앞에서,김대명,슬기로운 의사생활 시즌2 OST Part 2,"발라드, 국내드라마"
87,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아,성인가요/트로트
88,하루만 더,빅마마,하루만 더,발라드
89,취중고백,김민석,취중고백,발라드
90,Life Goes On,방탄소년단,BE,랩/힙합
91,첫 눈,EXO,겨울 스페셜 앨범 '12월의 기적 (Miracles In December)',발라드
92,HERO,임영웅,HERO,성인가요/트로트
93,METEOR,창모 (CHANGMO),Boyhood,랩/힙합
94,끝사랑,임영웅,사랑의 콜센타 PART61,성인가요/트로트
95,바래 (Feat. 정인) (Prod. TOIL),KOONTA (쿤타),쇼미더머니 10 Semi Final,랩/힙합
96,"UP해 (Feat. 박재범, 우원재) (Prod. 코드 쿤스트)","SINCE, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Final,랩/힙합
97,잠이 오질 않네요,장범준,잠이 오질 않네요,발라드
98,오래된 노래,스탠딩 에그,오래된 노래,"인디음악, 포크/블루스"
99,밤새 서로 미루다,"존박, 전미도",밤새 서로 미루다,발라드
100,"19금 Hey Mama (Feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen,일렉트로니카
