순위,곡명,가수,앨범,장르
1,신호등,이무진,신호등,록/메탈
2,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집,발라드
3,Next Level,aespa,Next Level,댄스
4,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE,록/메탈
5,Weekend,태연 (TAEYEON),Weekend,댄스
6,Permission to Dance,방탄소년단,Butter / Permission to Dance,댄스
7,Butter,방탄소년단,Butter,댄스
8,헤픈 우연,헤이즈 (Heize),HAPPEN,R&B/Soul
9,좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5,"발라드, 국내드라마"
10,"19금 Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,Justice (The Complete Edition),POP
11,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)",OHAYO MY NIGHT,랩/힙합
12,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL,댄스
13,STAY,"The Kid LAROI, Justin Bieber",Stay,POP
14,롤린 (Rollin'),브레이브걸스,Rollin',댄스
15,비와 당신,이무진,슬기로운 의사생활 시즌2 OST Part 1,"록/메탈, 국내드라마"
16,Dynamite,방탄소년단,Dynamite (DayTime Version),댄스
17,치맛바람 (Chi Mat Ba Ram),브레이브걸스,Summer Queen,댄스
18,라일락,아이유,IU 5th Album 'LILAC',댄스
19,DUMB DUMB,전소미,DUMB DUMB,댄스
20,Alcohol-Free,TWICE (트와이스),Taste of Love,댄스
21,Celebrity,아이유,IU 5th Album 'LILAC',댄스
22,ASAP,STAYC(스테이씨),STAYDOM,댄스
23,안녕 (Hello),조이 (JOY),안녕 (Hello) - Special Album,록/메탈
24,하루만 더,빅마마,하루만 더,발라드
25,Bad Habits,Ed Sheeran,=,POP
26,나를 아는 사람,MSG워너비(정상동기),MSG워너비 1집,발라드
27,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix,랩/힙합
28,운전만해 (We Ride),브레이브걸스,We Ride,댄스
29,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),발라드
30,상상더하기,라붐 (LABOUM),Fresh Adventure,댄스
31,비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021),"발라드, 국내드라마"
32,내 손을 잡아,아이유,최고의 사랑 OST Part.4,"발라드, 국내드라마"
33,Timeless,SG 워너비,Sg Wanna Be+,발라드
34,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,R&B/Soul
35,멜로디,ASH ISLAND,멜로디,랩/힙합
36,Queendom,Red Velvet (레드벨벳),Queendom - The 6th Mini Album,댄스
37,상상더하기,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인)",MSG워너비 TOP 8 경연곡,댄스
38,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],POP
39,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),발라드
40,Lovesick Girls,BLACKPINK,THE ALBUM,댄스
41,가을 우체국 앞에서,김대명,슬기로운 의사생활 시즌2 OST Part 2,"발라드, 국내드라마"
42,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,댄스
43,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,발라드
44,Off My Face,Justin Bieber,Justice (The Complete Edition),POP
45,아로하,조정석,슬기로운 의사생활 OST Part 3,"발라드, 국내드라마"
46,어푸 (Ah puh),아이유,IU 5th Album 'LILAC',댄스
47,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,발라드
48,Dolphin,오마이걸 (OH MY GIRL),NONSTOP,댄스
49,비 오는 날 듣기 좋은 노래 (Feat. Colde),에픽하이 (EPIK HIGH),비 오는 날 듣기 좋은 노래,랩/힙합
50,Blueming,아이유,Love poem,록/메탈
51,잠이 오질 않네요,장범준,잠이 오질 않네요,발라드
52,에잇(Prod.&Feat. SUGA of BTS),아이유,에잇,록/메탈
53,라라라,SG 워너비,My Friend,발라드
54,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭, 정은지","LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",댄스
55,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),발라드
56,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
57,2002,Anne-Marie,Speak Your Mind (Deluxe),POP
58,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,발라드
59,슈퍼스타,미도와 파라솔,슬기로운 의사생활 시즌2 OST Part 6,"록/메탈, 국내드라마"
60,Life Goes On,방탄소년단,BE,랩/힙합
61,넌 좋은 사람,SG 워너비,넌 좋은 사람,발라드
62,METEOR,창모 (CHANGMO),Boyhood,랩/힙합
63,허리춤,오반(OVAN),허리춤,"랩/힙합, 인디음악"
64,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,"록/메탈, 국내드라마"
65,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
66,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
67,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (MIRANI), 먼치맨(MUNCHMAN), Khundi Panda, 머쉬베놈 (MUSHVENOM)",쇼미더머니 9 Episode 1,랩/힙합
68,12:45 (Stripped),Etham,12:45 (Stripped),POP
69,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재),발라드
70,오래된 노래,스탠딩 에그,오래된 노래,"인디음악, 포크/블루스"
71,Coin,아이유,IU 5th Album 'LILAC',R&B/Soul
72,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고,"발라드, 인디음악"
73,On The Ground,로제 (ROSÉ),R,록/메탈
74,어떻게 지내 (Prod. By VAN.C),오반(OVAN),어떻게 지내,"랩/힙합, 인디음악"
75,고백,10CM,두 번째 '고백',록/메탈
76,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,"R&B/Soul, 인디음악"
77,내사람,SG 워너비,The Precious History,R&B/Soul
78,Memories,Maroon 5,JORDI (Deluxe),POP
79,이젠 잊기로 해요 (Drama Ver.),미도와 파라솔,슬기로운 의사생활 시즌2 OST Special,"록/메탈, 국내드라마"
80,사실 나는 (Feat.전건호),경서예지,사실 나는,발라드
81,고백,장범준,첫 번째 '고백',록/메탈
82,나는 너 좋아,장범준,슬기로운 의사생활 시즌2 OST Part 3,"록/메탈, 국내드라마"
83,마.피.아. In the morning,ITZY (있지),GUESS WHO,랩/힙합
84,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP,댄스
85,전쟁터 (with 이선희),AKMU (악뮤),NEXT EPISODE,록/메탈
86,여전히 아름다운지,세븐틴 (SEVENTEEN),슬기로운 의사생활 시즌2 OST Part 8,"발라드, 국내드라마"
87,How You Like That,BLACKPINK,How You Like That,댄스
88,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서,발라드
89,Dance Monkey,Tones And I,The Kids Are Coming,POP
90,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),발라드
91,마음을 드려요,아이유,사랑의 불시착 OST Part 11,"발라드, 국내드라마"
92,난 너를 사랑해,MSG워너비,난 너를 사랑해,발라드
93,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다,발라드
94,그냥 안아달란 말야,다비치,그냥 안아달란 말야,발라드
95,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)),"발라드, 인디음악"
96,다시 사랑할 수 있을까,"백지영, 이홍기 (FT아일랜드)",다시 사랑할 수 있을까,발라드
97,추적이는 여름 비가 되어,장범준,장범준 싱글,발라드
98,러브(Prod.로코베리),"로꼬, 이성경",Love(Prod.Rocoberry),랩/힙합
99,째깍 째깍 째깍 (with Beenzino),AKMU (악뮤),NEXT EPISODE,댄스
100,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),케이시 (Kassy),너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),발라드
