순위,곡명,가수,앨범,장르
43,The Chase,Hearts2Hearts (하츠투하츠),The Chase,댄스
44,Magnetic,아일릿(ILLIT),SUPER REAL ME,댄스
45,How Sweet,NewJeans,How Sweet,댄스
46,너에게 닿기를,10CM,너에게 닿기를,록/메탈
47,에피소드,이무진,에피소드,록/메탈
48,주저하는 연인들을 위해,잔나비,전설,"인디음악, 록/메탈"
49,"무제(無題) (Untitled, 2014)",G-DRAGON,권지용,R&B/Soul
50,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
51,나는 아픈 건 딱 질색이니까,i-dle (아이들),2,댄스
52,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),발라드
53,헤어지자 말해요,박재정,1집 Alone,발라드
54,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,"발라드, 국내드라마"
55,Mantra,제니 (JENNIE),Mantra,댄스
56,Supersonic,프로미스나인,Supersonic,댄스
57,I AM,IVE (아이브),I've IVE,댄스
58,너와의 모든 지금,재쓰비 (JAESSBEE),너와의 모든 지금,댄스
59,인사,범진,인사,"발라드, 인디음악"
60,Small girl (feat. 도경수(D.O.)),이영지,16 Fantasy,랩/힙합
61,이렇게 좋아해 본 적이 없어요,BOYNEXTDOOR,이렇게 좋아해 본 적이 없어요 (소녀의 세계 X BOYNEXTDOOR),발라드
62,어제보다 슬픈 오늘,우디 (Woody),어제보다 슬픈 오늘,발라드
63,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',댄스
64,미안해 미워해 사랑해,Crush,눈물의 여왕 OST Part.4,"발라드, 국내드라마"
65,취중고백,김민석,취중고백,발라드
66,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,발라드
67,Ditto,NewJeans,NewJeans 'OMG',댄스
68,Armageddon,aespa,Armageddon - The 1st Album,댄스
69,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
70,Sticky,KISS OF LIFE,Sticky,댄스
71,Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,댄스
72,살기 위해서,순순희,살기 위해서,"발라드, 인디음악"
73,녹아내려요,DAY6 (데이식스),Band Aid,록/메탈
74,해야 (HEYA),IVE (아이브),IVE SWITCH,댄스
75,Dash,PLAVE,Caligo Pt.1,록/메탈
76,숙녀에게,송필근,숙녀에게,발라드
77,Supernatural,NewJeans,Supernatural,J-POP
78,우리들의 블루스,임영웅,IM HERO,발라드
79,number one girl,로제 (ROSÉ),number one girl,발라드
80,Igloo,KISS OF LIFE,Lose Yourself,랩/힙합
81,earthquake,지수 (JISOO),AMORTAGE,댄스
82,Sweet Dreams (feat. Miguel),"j-hope, Miguel",Sweet Dreams (feat. Miguel),R&B/Soul
83,To. X,태연 (TAEYEON),To. X - The 5th Mini Album,R&B/Soul
84,DRAMA,G-DRAGON,Übermensch,발라드
85,LOVE ATTACK,RESCENE (리센느),SCENEDROME,댄스
86,모래 알갱이,임영웅,모래 알갱이,발라드
87,온기,임영웅,온기,발라드
88,RIZZ,PLAVE,Caligo Pt.1,랩/힙합
89,다시 만날 수 있을까,임영웅,IM HERO,발라드
90,가까운 듯 먼 그대여,카더가든,가까운 듯 먼 그대여,발라드
91,Island,PLAVE,Caligo Pt.1,발라드
92,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
93,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',록/메탈
94,Congratulations,DAY6 (데이식스),The Day,록/메탈
95,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,발라드
96,Not Like Us,Kendrick Lamar,Not Like Us,랩/힙합
97,12:32 (A to T),PLAVE,Caligo Pt.1,발라드
98,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,록/메탈
99,Chroma Drift,PLAVE,Caligo Pt.1,R&B/Soul
100,Home,임영웅,온기,댄스
