순위,곡명,가수,앨범,장르
46,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
47,Armageddon,aespa,Armageddon - The 1st Album,댄스
48,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),발라드
49,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),발라드
50,청춘만화,이무진,만화 (滿花),록/메탈
51,주저하는 연인들을 위해,잔나비,전설,"인디음악, 록/메탈"
52,클락션 (Klaxon),i-dle (아이들),I SWAY,댄스
53,녹아내려요,DAY6 (데이식스),Band Aid,록/메탈
54,살기 위해서,순순희,살기 위해서,"발라드, 인디음악"
55,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',댄스
56,Sticky,KISS OF LIFE,Sticky,댄스
57,Supernatural,NewJeans,Supernatural,J-POP
58,해야 (HEYA),IVE (아이브),IVE SWITCH,댄스
59,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),"발라드, 국내드라마"
60,청혼하지 않을 이유를 못 찾았어,이무진,청혼하지 않을 이유를 못 찾았어,발라드
61,"무제(無題) (Untitled, 2014)",G-DRAGON,권지용,R&B/Soul
62,WAY 4 LUV,PLAVE,ASTERUM : 134-1,록/메탈
63,Love 119,RIIZE,Love 119,댄스
64,SPOT! (feat. JENNIE),지코 (ZICO),SPOT!,랩/힙합
65,To. X,태연 (TAEYEON),To. X - The 5th Mini Album,R&B/Soul
66,취중고백,김민석,취중고백,발라드
67,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',록/메탈
68,Bubble Gum,NewJeans,How Sweet,댄스
69,Pump Up The Volume!,PLAVE,Pump Up The Volume!,록/메탈
70,Congratulations,DAY6 (데이식스),The Day,록/메탈
71,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,발라드
72,우리들의 블루스,임영웅,IM HERO,발라드
73,Drama,aespa,Drama - The 4th Mini Album,댄스
74,Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,댄스
75,Boom Boom Bass,RIIZE,RIIZING - The 1st Mini Album,댄스
76,Cherish (My Love),아일릿(ILLIT),I’LL LIKE YOU,댄스
77,네모네모,YENA (최예나),네모네모,댄스
78,우리 영화,PLAVE,ASTERUM : 134-1,랩/힙합
79,온기,임영웅,온기,발라드
80,Dynamite,방탄소년단,Dynamite (DayTime Version),댄스
81,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
82,모래 알갱이,임영웅,모래 알갱이,발라드
83,다시 만날 수 있을까,임영웅,IM HERO,발라드
84,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
85,From,PLAVE,ASTERUM : 134-1,발라드
86,Home,임영웅,온기,댄스
87,청바지,부석순 (SEVENTEEN),부석순 2nd Single Album 'TELEPARTY',댄스
88,눈사람,정승환,그리고 봄,발라드
89,가까운 듯 먼 그대여,카더가든,가까운 듯 먼 그대여,발라드
90,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',댄스
91,Hug (포옹),RIIZE,Hug (포옹),댄스
92,무지개,임영웅,IM HERO,록/메탈
93,Do or Die,임영웅,Do or Die,댄스
94,Watch Me Woo!,PLAVE,ASTERUM : 134-1,록/메탈
95,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life),록/메탈
96,London Boy,임영웅,Polaroid,록/메탈
97,시작의 아이,마크툽 (MAKTUB),시작의 아이 ハジマリのコ (Starting With You),"R&B/Soul, 인디음악"
98,Polaroid,임영웅,Polaroid,록/메탈
99,HERO (From the Film “소방관”),박효신,HERO (From the Film “소방관”),발라드
100,인생찬가,임영웅,IM HERO,발라드
