순위,곡명,가수,앨범,장르
45,"무제(無題) (Untitled, 2014)",G-DRAGON,권지용,R&B/Soul
46,Supersonic,프로미스나인,Supersonic,댄스
47,에피소드,이무진,에피소드,록/메탈
48,Magnetic,아일릿(ILLIT),SUPER REAL ME,댄스
49,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),발라드
50,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),"발라드, 국내드라마"
51,헤어지자 말해요,박재정,1집 Alone,발라드
52,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
53,I AM,IVE (아이브),I've IVE,댄스
54,Small girl (feat. 도경수(D.O.)),이영지,16 Fantasy,랩/힙합
55,The Chase,Hearts2Hearts (하츠투하츠),The Chase,댄스
56,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,"발라드, 국내드라마"
57,미안해 미워해 사랑해,Crush,눈물의 여왕 OST Part.4,"발라드, 국내드라마"
58,주저하는 연인들을 위해,잔나비,전설,"인디음악, 록/메탈"
59,인사,범진,인사,"발라드, 인디음악"
60,Hype Boy,NewJeans,NewJeans 1st EP 'New Jeans',댄스
61,살기 위해서,순순희,살기 위해서,"발라드, 인디음악"
62,Ditto,NewJeans,NewJeans 'OMG',댄스
63,Armageddon,aespa,Armageddon - The 1st Album,댄스
64,취중고백,김민석,취중고백,발라드
65,Igloo,KISS OF LIFE,Lose Yourself,랩/힙합
66,Sticky,KISS OF LIFE,Sticky,댄스
67,number one girl,로제 (ROSÉ),number one girl,발라드
68,해야 (HEYA),IVE (아이브),IVE SWITCH,댄스
69,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,발라드
70,Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,댄스
71,Supernatural,NewJeans,Supernatural,J-POP
72,RIZZ,PLAVE,Caligo Pt.1,랩/힙합
73,녹아내려요,DAY6 (데이식스),Band Aid,록/메탈
74,IBELONGIIU,G-DRAGON,Übermensch,댄스
75,earthquake,지수 (JISOO),AMORTAGE,댄스
76,Not Like Us,Kendrick Lamar,Not Like Us,랩/힙합
77,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
78,To. X,태연 (TAEYEON),To. X - The 5th Mini Album,R&B/Soul
79,Island,PLAVE,Caligo Pt.1,발라드
80,우리들의 블루스,임영웅,IM HERO,발라드
81,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),발라드
82,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',록/메탈
83,GYRO-DROP,G-DRAGON,Übermensch,랩/힙합
84,Chroma Drift,PLAVE,Caligo Pt.1,R&B/Soul
85,클락션 (Klaxon),i-dle (아이들),I SWAY,댄스
86,12:32 (A to T),PLAVE,Caligo Pt.1,발라드
87,HOT,LE SSERAFIM (르세라핌),HOT,댄스
88,청바지,부석순 (SEVENTEEN),부석순 2nd Single Album 'TELEPARTY',댄스
89,SPOT! (feat. JENNIE),지코 (ZICO),SPOT!,랩/힙합
90,Love 119,RIIZE,Love 119,댄스
91,온기,임영웅,온기,발라드
92,모래 알갱이,임영웅,모래 알갱이,발라드
93,너에게 닿기를,10CM,너에게 닿기를,록/메탈
94,luther,"Kendrick Lamar, SZA",GNX,랩/힙합
95,Boom Boom Bass,RIIZE,RIIZING - The 1st Mini Album,댄스
96,다시 만날 수 있을까,임영웅,IM HERO,발라드
97,MY LOVE(2025),"이예은, 아샤트리, 전건호",MY LOVE(2025),발라드
98,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
99,보나마나 (BONAMANA),G-DRAGON,Übermensch,랩/힙합
100,Bubble Gum,NewJeans,How Sweet,댄스
