순위,곡명,가수,앨범,장르
53,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
54,심(心),DK(디셈버),심(心),록/메탈
55,I Don't Think That I Like Her,Charlie Puth,CHARLIE,POP
56,사랑할 수밖에,볼빨간사춘기,Merry Go Round,"발라드, 인디음악"
57,후라이의 꿈,AKMU (악뮤),Love Lee,포크/블루스
58,사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어,발라드
59,Spicy,aespa,MY WORLD - The 3rd Mini Album,댄스
60,LOVE DIVE,IVE (아이브),LOVE DIVE,댄스
61,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),발라드
62,사랑..그게 뭔데,지아,사랑..그게 뭔데,발라드
63,해요 (2022),#안녕,해요 (2022),"발라드, 인디음악"
64,Kitsch,IVE (아이브),I've IVE,댄스
65,물론,허각,물론,발라드
66,"Steal The Show (From ""Elemental"")",Lauv,"Steal The Show (From ""Elemental"")","POP, 애니메이션/웹툰, 키즈"
67,우리들의 블루스,임영웅,IM HERO,발라드
68,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',댄스
69,모래 알갱이,임영웅,모래 알갱이,발라드
70,손오공,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',댄스
71,Dynamite,방탄소년단,Dynamite (DayTime Version),댄스
72,Dangerously,Charlie Puth,Nine Track Mind (Deluxe Edition),POP
73,봄 사랑 벚꽃 말고,"HIGH4 (하이포), 아이유",봄 사랑 벚꽃 말고,발라드
74,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),UNFORGIVEN,댄스
75,봄이 와도,로이킴,봄이 와도,발라드
76,WAY 4 LUV,PLAVE,ASTERUM : 134-1,록/메탈
77,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,록/메탈
78,별 떨어진다 (I Do),도경수(D.O.),기대 - The 2nd Mini Album,발라드
79,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,기억해줘요 내 모든 날과 그때를,발라드
80,After LIKE,IVE (아이브),After LIKE,댄스
81,혹시 세상에 혼자 남겨진 것 같다면,우디 (Woody),When You Alone,록/메탈
82,다시 만날 수 있을까,임영웅,IM HERO,발라드
83,Standing Next to You,정국,GOLDEN,댄스
84,Deja Vu,투모로우바이투게더,minisode 3: TOMORROW,댄스
85,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
86,OMG,NewJeans,NewJeans 'OMG',댄스
87,Do or Die,임영웅,Do or Die,댄스
88,SPOT! (feat. JENNIE),지코 (ZICO),SPOT!,랩/힙합
89,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),Yes or No,R&B/Soul
90,무지개,임영웅,IM HERO,록/메탈
91,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),H1-KEY 1st Mini Album [Rose Blossom],댄스
92,영원,DK(디셈버),영원 (남은 인생 10년 X DK(디셈버)),발라드
93,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,"발라드, 랩/힙합, 국내드라마"
94,Midas Touch,KISS OF LIFE,Midas Touch,댄스
95,Discord,QWER,1st Single Album 'Harmony from Discord',록/메탈
96,Attention,NewJeans,NewJeans 1st EP 'New Jeans',댄스
97,멈춰줘,헤이즈 (Heize),눈물의 여왕 OST Part.3,"발라드, 국내드라마"
98,London Boy,임영웅,Polaroid,록/메탈
99,아버지,임영웅,IM HERO,발라드
100,Polaroid,임영웅,Polaroid,록/메탈
