순위,곡명,가수,앨범,장르
44,ETA,NewJeans,NewJeans 2nd EP 'Get Up',댄스
45,사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어,발라드
46,심(心),DK(디셈버),심(心),록/메탈
47,그대가 내 안에 박혔다(그내박),순순희(기태),그대가 내 안에 박혔다(그내박),"발라드, 인디음악"
48,취중고백,김민석,취중고백,발라드
49,주저하는 연인들을 위해,잔나비,전설,"인디음악, 록/메탈"
50,사랑..그게 뭔데,지아,사랑..그게 뭔데,발라드
51,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
52,Spicy,aespa,MY WORLD - The 3rd Mini Album,댄스
53,I Don't Think That I Like Her,Charlie Puth,CHARLIE,POP
54,해요 (2022),#안녕,해요 (2022),"발라드, 인디음악"
55,LOVE DIVE,IVE (아이브),LOVE DIVE,댄스
56,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,기억해줘요 내 모든 날과 그때를,발라드
57,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
58,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),발라드
59,Kitsch,IVE (아이브),I've IVE,댄스
60,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),UNFORGIVEN,댄스
61,별 떨어진다 (I Do),도경수(D.O.),기대 - The 2nd Mini Album,발라드
62,"Steal The Show (From ""Elemental"")",Lauv,"Steal The Show (From ""Elemental"")","POP, 애니메이션/웹툰, 키즈"
63,물론,허각,물론,발라드
64,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),Yes or No,R&B/Soul
65,After LIKE,IVE (아이브),After LIKE,댄스
66,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',댄스
67,Dangerously,Charlie Puth,Nine Track Mind (Deluxe Edition),POP
68,관객이 될게 (I stan U),아이유,The Winning,록/메탈
69,우리들의 블루스,임영웅,IM HERO,발라드
70,손오공,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',댄스
71,Standing Next to You,정국,GOLDEN,댄스
72,OMG,NewJeans,NewJeans 'OMG',댄스
73,모래 알갱이,임영웅,모래 알갱이,발라드
74,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),H1-KEY 1st Mini Album [Rose Blossom],댄스
75,Dynamite,방탄소년단,Dynamite (DayTime Version),댄스
76,Discord,QWER,1st Single Album 'Harmony from Discord',록/메탈
77,WAY 4 LUV,PLAVE,ASTERUM : 134-1,록/메탈
78,"그대가 있는 곳, 언제 어디든",로이킴,로이킴 X 마이데몬,"발라드, 국내드라마"
79,첫 눈,EXO,겨울 스페셜 앨범 '12월의 기적 (Miracles In December)',발라드
80,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),UNFORGIVEN,댄스
81,음악의 신,세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',댄스
82,다시 만날 수 있을까,임영웅,IM HERO,발라드
83,Fast Forward,전소미,GAME PLAN,댄스
84,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
85,Do or Die,임영웅,Do or Die,댄스
86,Butter,방탄소년단,Butter,댄스
87,무지개,임영웅,IM HERO,록/메탈
88,Attention,NewJeans,NewJeans 1st EP 'New Jeans',댄스
89,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오, 이영지",스트릿 우먼 파이터2(SWF2) 계급미션,랩/힙합
90,봄이 와도,로이킴,봄이 와도,발라드
91,아버지,임영웅,IM HERO,발라드
92,London Boy,임영웅,Polaroid,록/메탈
93,"Shh.. (Feat. 혜인(HYEIN), 조원선 & Special Narr. 패티김)",아이유,The Winning,R&B/Soul
94,Polaroid,임영웅,Polaroid,록/메탈
95,나에게 그대만이,탑현,나에게 그대만이,발라드
96,Watch Me Woo!,PLAVE,ASTERUM : 134-1,록/메탈
97,인생찬가,임영웅,IM HERO,발라드
98,우리 영화,PLAVE,ASTERUM : 134-1,랩/힙합
99,Bubble,STAYC(스테이씨),TEENFRESH,댄스
100,From,PLAVE,ASTERUM : 134-1,발라드
