순위,곡명,가수,앨범,장르
36,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,"발라드, 국내드라마"
37,WAY 4 LUV,PLAVE,ASTERUM : 134-1,록/메탈
38,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),발라드
39,To. X,태연 (TAEYEON),To. X - The 5th Mini Album,R&B/Soul
40,주저하는 연인들을 위해,잔나비,전설,"인디음악, 록/메탈"
41,Ditto,NewJeans,NewJeans 'OMG',댄스
42,ETA,NewJeans,NewJeans 2nd EP 'Get Up',댄스
43,인사,범진,인사,"발라드, 인디음악"
44,Seven (feat. Latto) - Clean Ver.,정국,Seven (feat. Latto) - Clean Ver.,댄스
45,오래된 노래,"허각, 임한별, 이무진, 이진성 (먼데이 키즈), 김희재, #안녕",오래된 노래,발라드
46,사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),"발라드, 국내드라마"
47,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',록/메탈
48,Drama,aespa,Drama - The 4th Mini Album,댄스
49,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
50,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,발라드
51,Attention,NewJeans,NewJeans 1st EP 'New Jeans',댄스
52,Pump Up The Volume!,PLAVE,Pump Up The Volume!,록/메탈
53,Super Shy,NewJeans,NewJeans 2nd EP 'Get Up',댄스
54,취중고백,김민석,취중고백,발라드
55,CRAZY,LE SSERAFIM (르세라핌),CRAZY,댄스
56,밤양갱,비비 (BIBI),밤양갱,R&B/Soul
57,청혼하지 않을 이유를 못 찾았어,이무진,청혼하지 않을 이유를 못 찾았어,발라드
58,Spicy,aespa,MY WORLD - The 3rd Mini Album,댄스
59,사막에서 꽃을 피우듯,우디 (Woody),사막에서 꽃을 피우듯,발라드
60,I Don't Think That I Like Her,Charlie Puth,CHARLIE,POP
61,퀸카 (Queencard),i-dle (아이들),I feel,댄스
62,LOVE DIVE,IVE (아이브),LOVE DIVE,댄스
63,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',댄스
64,SHEESH,BABYMONSTER,BABYMONS7ER,R&B/Soul
65,Perfect Night,LE SSERAFIM (르세라핌),Perfect Night,댄스
66,우리 영화,PLAVE,ASTERUM : 134-1,랩/힙합
67,Love 119,RIIZE,Love 119,댄스
68,Get A Guitar,RIIZE,Get A Guitar,댄스
69,Girls Never Die,tripleS (트리플에스),〈ASSEMBLE24〉,댄스
70,우리들의 블루스,임영웅,IM HERO,발라드
71,Love Lee,AKMU (악뮤),Love Lee,댄스
72,꿈,태연 (TAEYEON),웰컴투 삼달리 OST Part.3,"발라드, 국내드라마"
73,Congratulations,DAY6 (데이식스),The Day,록/메탈
74,그녀가 웃었다,DAY6 (데이식스),Band Aid,록/메탈
75,Dynamite,방탄소년단,Dynamite (DayTime Version),댄스
76,Live My Life,aespa,Armageddon - The 1st Album,록/메탈
77,OMG,NewJeans,NewJeans 'OMG',댄스
78,From,PLAVE,ASTERUM : 134-1,발라드
79,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
80,온기,임영웅,온기,발라드
81,모래 알갱이,임영웅,모래 알갱이,발라드
82,다시 만날 수 있을까,임영웅,IM HERO,발라드
83,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
84,Watch Me Woo!,PLAVE,ASTERUM : 134-1,록/메탈
85,Home,임영웅,온기,댄스
86,MANIAC,VIVIZ (비비지),The 4th Mini Album 'VERSUS',댄스
87,플러팅,황인욱,플러팅,발라드
88,Cosmic,Red Velvet (레드벨벳),Cosmic,댄스
89,그랬나봐,유회승 (엔플라잉),선재 업고 튀어 OST Part 6,"발라드, 국내드라마"
90,Accendio,IVE (아이브),IVE SWITCH,댄스
91,무지개,임영웅,IM HERO,록/메탈
92,여섯 번째 여름,PLAVE,ASTERUM : The Shape of Things to Come,록/메탈
93,괴물,DAY6 (데이식스),Band Aid,록/메탈
94,버추얼 아이돌,PLAVE,ASTERUM : 134-1,랩/힙합
95,Do or Die,임영웅,Do or Die,댄스
96,Midas Touch,KISS OF LIFE,Midas Touch,댄스
97,London Boy,임영웅,Polaroid,록/메탈
98,네가 내 마음에 자리 잡았다 (Into You),엔플라잉 (N.Flying),네가 내 마음에 자리 잡았다,록/메탈
99,MEOW,MEOVV (미야오),MEOW,랩/힙합
100,위태로울걸,오반(OVAN),위태로울걸,"랩/힙합, 인디음악"
