순위,곡명,가수,앨범,장르
65,I Don't Think That I Like Her,Charlie Puth,CHARLIE,POP
66,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
67,꿈,태연 (TAEYEON),웰컴투 삼달리 OST Part.3,"발라드, 국내드라마"
68,취중고백,김민석,취중고백,발라드
69,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),발라드
70,사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어,발라드
71,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",발라드
72,그대가 내 안에 박혔다(그내박),순순희(기태),그대가 내 안에 박혔다(그내박),"발라드, 인디음악"
73,Dynamite,방탄소년단,Dynamite (DayTime Version),댄스
74,Impossible,RIIZE,RIIZING - The 1st Mini Album,댄스
75,손오공,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',댄스
76,심(心),DK(디셈버),심(心),록/메탈
77,온기,임영웅,온기,발라드
78,Siren,RIIZE,RIIZING - The 1st Mini Album,댄스
79,홀씨,아이유,The Winning,랩/힙합
80,모래 알갱이,임영웅,모래 알갱이,발라드
81,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
82,You & Me,제니 (JENNIE),JENNIE Special Single [You & Me],댄스
83,Baddie,IVE (아이브),I'VE MINE,댄스
84,다시 만날 수 있을까,임영웅,IM HERO,발라드
85,청춘찬가,세븐틴 (SEVENTEEN),SEVENTEEN BEST ALBUM ‘17 IS RIGHT HERE',록/메탈
86,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
87,Home,임영웅,온기,댄스
88,꿈결같아서,민니 (MINNIE),선재 업고 튀어 OST Part 3,"발라드, 국내드라마"
89,Kitsch,IVE (아이브),I've IVE,댄스
90,WAY 4 LUV,PLAVE,ASTERUM : 134-1,록/메탈
91,Do or Die,임영웅,Do or Die,댄스
92,무지개,임영웅,IM HERO,록/메탈
93,London Boy,임영웅,Polaroid,록/메탈
94,Polaroid,임영웅,Polaroid,록/메탈
95,인생찬가,임영웅,IM HERO,발라드
96,"Steal The Show (From ""Elemental"")",Lauv,"Steal The Show (From ""Elemental"")","POP, 애니메이션/웹툰, 키즈"
97,Super Lady,i-dle (아이들),2,댄스
98,Boom Boom Bass,RIIZE,RIIZING - The 1st Mini Album,댄스
99,후라이의 꿈,AKMU (악뮤),Love Lee,포크/블루스
100,Supernatural,NewJeans,Supernatural,J-POP
