순위,곡명,가수,앨범,장르
48,Lucky Girl Syndrome,아일릿(ILLIT),SUPER REAL ME,댄스
49,Spicy,aespa,MY WORLD - The 3rd Mini Album,댄스
50,Attention,NewJeans,NewJeans 1st EP 'New Jeans',댄스
51,주저하는 연인들을 위해,잔나비,전설,"인디음악, 록/메탈"
52,사건의 지평선,윤하 (YOUNHA),YOUNHA 6th Album Repackage 'END THEORY : Final Edition',록/메탈
53,손오공,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',댄스
54,Get A Guitar,RIIZE,Get A Guitar,댄스
55,우리들의 블루스,임영웅,IM HERO,발라드
56,LOVE DIVE,IVE (아이브),LOVE DIVE,댄스
57,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,발라드
58,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
59,취중고백,김민석,취중고백,발라드
60,슬픈 초대장,순순희(지환),슬픈 초대장,"발라드, 인디음악"
61,Impossible,RIIZE,RIIZING - The 1st Mini Album,댄스
62,"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",발라드
63,I Don't Think That I Like Her,Charlie Puth,CHARLIE,POP
64,Baddie,IVE (아이브),I'VE MINE,댄스
65,그대가 내 안에 박혔다(그내박),순순희(기태),그대가 내 안에 박혔다(그내박),"발라드, 인디음악"
66,You & Me,제니 (JENNIE),JENNIE Special Single [You & Me],댄스
67,심(心),DK(디셈버),심(心),록/메탈
68,사랑하지 않아서 그랬어,임한별,사랑하지 않아서 그랬어,발라드
69,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),발라드
70,Siren,RIIZE,RIIZING - The 1st Mini Album,댄스
71,모래 알갱이,임영웅,모래 알갱이,발라드
72,Super Lady,i-dle (아이들),2,댄스
73,Bubble Gum,NewJeans,How Sweet,댄스
74,청춘찬가,세븐틴 (SEVENTEEN),SEVENTEEN BEST ALBUM ‘17 IS RIGHT HERE',록/메탈
75,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
76,혹시 세상에 혼자 남겨진 것 같다면,우디 (Woody),When You Alone,록/메탈
77,Dynamite,방탄소년단,Dynamite (DayTime Version),댄스
78,Kitsch,IVE (아이브),I've IVE,댄스
79,다시 만날 수 있을까,임영웅,IM HERO,발라드
80,후라이의 꿈,AKMU (악뮤),Love Lee,포크/블루스
81,멈춰줘,헤이즈 (Heize),눈물의 여왕 OST Part.3,"발라드, 국내드라마"
82,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
83,WAY 4 LUV,PLAVE,ASTERUM : 134-1,록/메탈
84,Do or Die,임영웅,Do or Die,댄스
85,그랬나봐,유회승 (엔플라잉),선재 업고 튀어 OST Part 6,"발라드, 국내드라마"
86,무지개,임영웅,IM HERO,록/메탈
87,좋아해요,폴킴,눈물의 여왕 OST Part.6,"발라드, 국내드라마"
88,London Boy,임영웅,Polaroid,록/메탈
89,"Steal The Show (From ""Elemental"")",Lauv,"Steal The Show (From ""Elemental"")","POP, 애니메이션/웹툰, 키즈"
90,청혼하지 않을 이유를 못 찾았어,이무진,청혼하지 않을 이유를 못 찾았어,발라드
91,Accendio,IVE (아이브),IVE SWITCH,댄스
92,음악의 신,세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',댄스
93,온기,임영웅,온기,발라드
94,Polaroid,임영웅,Polaroid,록/메탈
95,해요 (2022),#안녕,해요 (2022),"발라드, 인디음악"
96,Dangerously,Charlie Puth,Nine Track Mind (Deluxe Edition),POP
97,사랑..그게 뭔데,지아,사랑..그게 뭔데,발라드
98,Shopper,아이유,The Winning,록/메탈
99,인생찬가,임영웅,IM HERO,발라드
100,물론,허각,물론,발라드
