순위,곡명,가수,앨범,장르
41,심(心),DK(디셈버),심(心),록/메탈
42,Spicy,aespa,MY WORLD - The 3rd Mini Album,댄스
43,그대가 내 안에 박혔다(그내박),순순희(기태),그대가 내 안에 박혔다(그내박),"발라드, 인디음악"
44,취중고백,김민석,취중고백,발라드
45,기억해줘요 내 모든 날과 그때를,화곡동 청개구리,기억해줘요 내 모든 날과 그때를,발라드
46,별 떨어진다 (I Do),도경수(D.O.),기대 - The 2nd Mini Album,발라드
47,Standing Next to You,정국,GOLDEN,댄스
48,I Don't Think That I Like Her,Charlie Puth,CHARLIE,POP
49,Kitsch,IVE (아이브),I've IVE,댄스
50,LOVE DIVE,IVE (아이브),LOVE DIVE,댄스
51,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
52,Discord,QWER,1st Single Album 'Harmony from Discord',록/메탈
53,해요 (2022),#안녕,해요 (2022),"발라드, 인디음악"
54,주저하는 연인들을 위해,잔나비,전설,"인디음악, 록/메탈"
55,"이브, 프시케 그리고 푸른 수염의 아내",LE SSERAFIM (르세라핌),UNFORGIVEN,댄스
56,사랑..그게 뭔데,지아,사랑..그게 뭔데,발라드
57,"Steal The Show (From ""Elemental"")",Lauv,"Steal The Show (From ""Elemental"")","POP, 애니메이션/웹툰, 키즈"
58,물론,허각,물론,발라드
59,OMG,NewJeans,NewJeans 'OMG',댄스
60,"그대가 있는 곳, 언제 어디든",로이킴,로이킴 X 마이데몬,"발라드, 국내드라마"
61,After LIKE,IVE (아이브),After LIKE,댄스
62,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),발라드
63,Fast Forward,전소미,GAME PLAN,댄스
64,음악의 신,세븐틴 (SEVENTEEN),SEVENTEEN 11th Mini Album ‘SEVENTEENTH HEAVEN',댄스
65,손오공,세븐틴 (SEVENTEEN),SEVENTEEN 10th Mini Album ‘FML',댄스
66,"Smoke (Prod. Dynamicduo, Padi)","다이나믹 듀오, 이영지",스트릿 우먼 파이터2(SWF2) 계급미션,랩/힙합
67,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',댄스
68,I Love You,안세하,I Love You,발라드
69,Dangerously,Charlie Puth,Nine Track Mind (Deluxe Edition),POP
70,우리들의 블루스,임영웅,IM HERO,발라드
71,"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",그루비룸 (GroovyRoom),Yes or No,R&B/Soul
72,모래 알갱이,임영웅,모래 알갱이,발라드
73,Dynamite,방탄소년단,Dynamite (DayTime Version),댄스
74,홀씨,아이유,The Winning,랩/힙합
75,Attention,NewJeans,NewJeans 1st EP 'New Jeans',댄스
76,Bubble,STAYC(스테이씨),TEENFRESH,댄스
77,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),H1-KEY 1st Mini Album [Rose Blossom],댄스
78,나에게 그대만이,탑현,나에게 그대만이,발라드
79,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
80,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM (르세라핌),UNFORGIVEN,댄스
81,Off The Record,IVE (아이브),I'VE MINE,댄스
82,Either Way,IVE (아이브),I'VE MINE,R&B/Soul
83,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),발라드
84,EASY,LE SSERAFIM (르세라핌),EASY,랩/힙합
85,다시 만날 수 있을까,임영웅,IM HERO,발라드
86,Shopper,아이유,The Winning,록/메탈
87,잠시라도 우리,"성시경, 나얼",잠시라도 우리,발라드
88,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
89,Do or Die,임영웅,Do or Die,댄스
90,나는 아픈 건 딱 질색이니까,i-dle (아이들),2,댄스
91,Butter,방탄소년단,Butter,댄스
92,Chill Kill,Red Velvet (레드벨벳),Chill Kill - The 3rd Album,댄스
93,Talk Saxy,RIIZE,Talk Saxy,댄스
94,무지개,임영웅,IM HERO,록/메탈
95,아버지,임영웅,IM HERO,발라드
96,London Boy,임영웅,Polaroid,록/메탈
97,GODS,"NewJeans, League of Legends",2023 리그 오브 레전드 월드 챔피언십 주제곡,"댄스, 게임"
98,Polaroid,임영웅,Polaroid,록/메탈
99,인생찬가,임영웅,IM HERO,발라드
100,I Love My Body,화사 (HWASA),I Love My Body,댄스
