순위,곡명,가수,앨범,장르
51,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집,발라드
52,"스물다섯, 스물하나",자우림,"Goodbye, grief.",록/메탈
53,Permission to Dance,방탄소년단,Butter / Permission to Dance,댄스
54,Savage,aespa,Savage - The 1st Mini Album,댄스
55,Celebrity,아이유,IU 5th Album 'LILAC',댄스
56,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),발라드
57,Bad Habits,Ed Sheeran,=,POP
58,사랑인걸,한동근,사랑인걸,발라드
59,문득,BE'O (비오),Bipolar,랩/힙합
60,고백,멜로망스,세 번째 '고백',"발라드, 인디음악"
61,Blueming,아이유,Love poem,록/메탈
62,Off My Face,Justin Bieber,Justice (The Complete Edition),POP
63,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB),Red Moon : Beyond The Light,"R&B/Soul, 인디음악"
64,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix,랩/힙합
65,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
66,"너, 너 (N번째 연애 X 휘인 (Whee In))",휘인 (Whee In),"너, 너 (N번째 연애 X 휘인 (Whee In))",발라드
67,19금 abcdefu,GAYLE,abcdefu,POP
68,헤픈 우연,헤이즈 (Heize),HAPPEN,R&B/Soul
69,롤린 (Rollin'),브레이브걸스,Rollin',댄스
70,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL,댄스
71,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
72,Dreams Come True,aespa,Dreams Come True - SM STATION,댄스
73,어제처럼,폴킴,어제처럼,발라드
74,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식 (Basick),쇼미더머니 10 Episode 3,랩/힙합
75,Real Love,오마이걸 (OH MY GIRL),Real Love,댄스
76,With you,"지민, 하성운",우리들의 블루스 OST Part 4,"발라드, 국내드라마"
77,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,발라드
78,감동이야 (feat. 성시경),싸이 (PSY),싸다9,랩/힙합
79,My Universe,"Coldplay, 방탄소년단",My Universe,POP
80,무지개,임영웅,IM HERO,록/메탈
81,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE,록/메탈
82,서랍,10CM,그 해 우리는 OST Part.1,"발라드, 국내드라마"
83,너의 번호를 누르고,김나영,너의 번호를 누르고,발라드
84,나는 트로트가 싫어요,임창정,별거 없던 그 하루로,댄스
85,초대,멜로망스,초대,"발라드, 인디음악"
86,아버지,임영웅,IM HERO,발라드
87,Starlight,태일 (TAEIL),스물다섯 스물하나 OST Part 1,"록/메탈, 국내드라마"
88,손이 참 곱던 그대,임영웅,IM HERO,재즈
89,버퍼링 (Glitch Mode),NCT DREAM,Glitch Mode - The 2nd Album,댄스
90,A bientot,임영웅,IM HERO,랩/힙합
91,사랑해 진짜,임영웅,IM HERO,포크/블루스
92,Christmas Tree,V,그 해 우리는 OST Part.5,"발라드, 국내드라마"
93,내 생에 아름다운,이예준,내 생에 아름다운,발라드
94,연애편지,임영웅,IM HERO,포크/블루스
95,인생찬가,임영웅,IM HERO,발라드
96,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (What Doesn't Kill You) (Digital Audio Bundle),POP
97,Darl+ing,세븐틴 (SEVENTEEN),SEVENTEEN 4th Album 'Face the Sun',댄스
98,사랑역,임영웅,IM HERO,성인가요/트로트
99,겨울잠,아이유,조각집,발라드
100,사랑해요 그대를,임영웅,IM HERO,성인가요/트로트
