순위,곡명,가수,앨범,장르
32,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),발라드
33,FOREVER 1,소녀시대 (GIRLS' GENERATION),FOREVER 1 - The 7th Album,댄스
34,떠나보낼 준비해 둘걸 그랬어,임한별,떠나보낼 준비해 둘걸 그랬어,발라드
35,That That (prod. & feat. SUGA of BTS),싸이 (PSY),싸다9,댄스
36,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,PROTOTYPE RESEARCH #0063,랩/힙합
37,LOVE me,BE'O (비오),LOVE me,랩/힙합
38,우리들의 블루스,임영웅,IM HERO,발라드
39,I Don't Think That I Like Her,Charlie Puth,CHARLIE,POP
40,새벽에 걸려온 너의 전화는,한동근,미련을 말하는,발라드
41,주저하는 연인들을 위해,잔나비,전설,"인디음악, 록/메탈"
42,SNEAKERS,ITZY (있지),CHECKMATE,댄스
43,LAW (Prod. Czaer),"윤미래, 비비 (BIBI)",스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),랩/힙합
44,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
45,Love story,볼빨간사춘기,Seoul,"인디음악, 포크/블루스"
46,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),발라드
47,도깨비불 (Illusion),aespa,Girls - The 2nd Mini Album,댄스
48,STAY,"The Kid LAROI, Justin Bieber",Stay,POP
49,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life),록/메탈
50,사랑한다고 말해줘,탑현,사랑한다고 말해줘,발라드
51,POP!,나연 (TWICE),IM NAYEON,댄스
52,다시 만날 수 있을까,임영웅,IM HERO,발라드
53,고백연습,경서,고백연습,발라드
54,Dynamite,방탄소년단,Dynamite (DayTime Version),댄스
55,스티커 사진,21학번,스티커 사진,"발라드, 인디음악"
56,첫사랑,백아,첫사랑,"인디음악, 포크/블루스"
57,신호등,이무진,신호등,록/메탈
58,그래서 그대는,이영현,그래서 그대는,발라드
59,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",Left and Right (Feat. Jung Kook of BTS),POP
60,Feel My Rhythm,Red Velvet (레드벨벳),‘The ReVe Festival 2022 - Feel My Rhythm’,댄스
61,strawberry moon,아이유,strawberry moon,록/메탈
62,내 손을 잡아,아이유,최고의 사랑 OST Part.4,"발라드, 국내드라마"
63,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
64,INVU,태연 (TAEYEON),INVU - The 3rd Album,댄스
65,통화연결음,"보라미유, MJ (써니사이드)",통화연결음,발라드
66,드라마,아이유,조각집,발라드
67,Off My Face,Justin Bieber,Justice (The Complete Edition),POP
68,못해,김나영,못해 (Re : WIND 4MEN Vol.02),발라드
69,Butter,방탄소년단,Butter,댄스
70,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,쇼미더머니 10 Episode 2,랩/힙합
71,MY BAG,i-dle (아이들),I NEVER DIE,랩/힙합
72,Next Level,aespa,Next Level,댄스
73,바보에게 바보가 (웹툰 '연애의 발견' X 이석훈),이석훈,바보에게 바보가 (웹툰 '연애의 발견' X 이석훈),발라드
74,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),LOVE & HATE,발라드
75,무지개,임영웅,IM HERO,록/메탈
76,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
77,Girls,aespa,Girls - The 2nd Mini Album,댄스
78,DICE,NMIXX,ENTWURF,댄스
79,너를 생각해,주시크 (Joosiq),너를 생각해,"R&B/Soul, 인디음악"
80,GANADARA (Feat. 아이유),박재범,GANADARA,R&B/Soul
81,Permission to Dance,방탄소년단,Butter / Permission to Dance,댄스
82,I Ain't Worried,OneRepublic,탑건 : 매버릭 (Top Gun: Maverick) (영화 OST),국외영화
83,아버지,임영웅,IM HERO,발라드
84,Yet To Come,방탄소년단,Proof,랩/힙합
85,Talk that Talk,TWICE (트와이스),BETWEEN 1&2,댄스
86,Weekend,태연 (TAEYEON),Weekend,댄스
87,A bientot,임영웅,IM HERO,랩/힙합
88,The Astronaut,진,The Astronaut,록/메탈
89,듣고 싶을까,MSG워너비(M.O.M),듣고 싶을까,발라드
90,인생찬가,임영웅,IM HERO,발라드
91,아무래도 난,주시크 (Joosiq),아무래도 난,"R&B/Soul, 인디음악"
92,손이 참 곱던 그대,임영웅,IM HERO,재즈
93,Ghost Town,Benson Boone,Ghost Town,POP
94,사랑해 진짜,임영웅,IM HERO,포크/블루스
95,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO (파테코)",OHAYO MY NIGHT,랩/힙합
96,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,발라드
97,Celebrity,아이유,IU 5th Album 'LILAC',댄스
98,SMILEY (Feat. BIBI),YENA (최예나),ˣ‿ˣ (SMiLEY),댄스
99,Dangerously,Charlie Puth,Nine Track Mind (Deluxe Edition),POP
100,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),POP
