순위,곡명,가수,앨범,장르
50,우리가 헤어져야 했던 이유,비비 (BIBI),그 해 우리는 OST Part.2,"발라드, 국내드라마"
51,헤픈 우연,헤이즈 (Heize),HAPPEN,R&B/Soul
52,Bad Habits,Ed Sheeran,=,POP
53,노래 (The Song),비투비,Be Together,발라드
54,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),발라드
55,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE,록/메탈
56,흰눈,먼데이 키즈,흰눈,발라드
57,너 아니면 안돼,먼데이 키즈,너 아니면 안돼,발라드
58,Blueming,아이유,Love poem,록/메탈
59,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
60,Christmas Tree,V,그 해 우리는 OST Part.5,"발라드, 국내드라마"
61,My Universe,"Coldplay, 방탄소년단",My Universe,POP
62,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,"발라드, 국내드라마"
63,내 손을 잡아,아이유,최고의 사랑 OST Part.4,"발라드, 국내드라마"
64,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,발라드
65,Off My Face,Justin Bieber,Justice (The Complete Edition),POP
66,고백,멜로망스,세 번째 '고백',"발라드, 인디음악"
67,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
68,롤린 (Rollin'),브레이브걸스,Rollin',댄스
69,네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Final,랩/힙합
70,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,"R&B/Soul, 인디음악"
71,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56,성인가요/트로트
72,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,발라드
73,Starlight,태일 (TAEIL),스물다섯 스물하나 OST Part 1,"록/메탈, 국내드라마"
74,그래서 그래 (Feat. 윤하),에픽하이 (EPIK HIGH),Epik High Is Here 下,랩/힙합
75,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (What Doesn't Kill You) (Digital Audio Bundle),POP
76,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL,댄스
77,언덕나무,이승윤,그 해 우리는 OST Part.7,"발라드, 국내드라마"
78,"손을 잡는다거나, 같이 걷는다거나",적재,Trip:Tape #01,발라드
79,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,R&B/Soul
80,불협화음 (Feat. AKMU) (Prod. GRAY),Mudd the student,쇼미더머니 10 Semi Final,랩/힙합
81,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),발라드
82,Wake Up (Prod. 코드 쿤스트),"개코, 아우릴고트 (OUREALGOAT), SINCE, 안병웅, Tabber, 조광일, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Episode 1,랩/힙합
83,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),멜로망스,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),발라드
84,그대라는 사치,임영웅,사랑의 콜센타 PART62,발라드
85,"아주, 천천히",비비 (BIBI),스물다섯 스물하나 OST Part 3,"발라드, 국내드라마"
86,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,댄스
87,쉬어 (Feat. MINO) (Prod. GRAY),"아넌딜라이트(Anandelight), 이수린, BE'O (비오), 지구인, Mudd the student",쇼미더머니 10 Episode 1,랩/힙합
88,잊었니,임영웅,사랑의 콜센타 PART60,성인가요/트로트
89,사랑이 아니었다고 말하지 마요,이예준,사랑이 아니었다고 말하지 마요,발라드
90,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,발라드
91,사랑인걸,한동근,사랑인걸,발라드
92,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아,성인가요/트로트
93,HERO,임영웅,HERO,성인가요/트로트
94,끝사랑,임영웅,사랑의 콜센타 PART61,성인가요/트로트
95,강변북로,황인욱,황인욱,발라드
96,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],POP
97,꽃 (With 김민석 of 멜로망스),박봄 (Park Bom),꽃,발라드
98,비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021),"발라드, 국내드라마"
99,DM,프로미스나인,Midnight Guest,댄스
100,Good Night (Feat. BE'O),쿠기 (Coogie),RE:UP,랩/힙합
