순위,곡명,가수,앨범,장르
65,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
66,고백,멜로망스,세 번째 '고백',"발라드, 인디음악"
67,헤픈 우연,헤이즈 (Heize),HAPPEN,R&B/Soul
68,Off My Face,Justin Bieber,Justice (The Complete Edition),POP
69,벚꽃 엔딩,버스커 버스커,버스커 버스커 1집,록/메탈
70,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL,댄스
71,서랍,10CM,그 해 우리는 OST Part.1,"발라드, 국내드라마"
72,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,발라드
73,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE,록/메탈
74,My Universe,"Coldplay, 방탄소년단",My Universe,POP
75,그대라는 사치,임영웅,사랑의 콜센타 PART62,발라드
76,겨울잠,아이유,조각집,발라드
77,벚꽃이 피면 우리 그만 헤어져,벤,벚꽃이 피면 우리 그만 헤어져,발라드
78,롤린 (Rollin'),브레이브걸스,Rollin',댄스
79,Can't Control Myself,태연 (TAEYEON),Can't Control Myself,발라드
80,Stronger (What Doesn't Kill You),Kelly Clarkson,Stronger (What Doesn't Kill You) (Digital Audio Bundle),POP
81,"아주, 천천히",비비 (BIBI),스물다섯 스물하나 OST Part 3,"발라드, 국내드라마"
82,DAYDREAM,하이라이트 (HIGHLIGHT),DAYDREAM,댄스
83,Christmas Tree,V,그 해 우리는 OST Part.5,"발라드, 국내드라마"
84,With,"김태리, 남주혁, 보나(우주소녀), 최현욱, 이주명",스물다섯 스물하나 OST Part 7,"록/메탈, 국내드라마"
85,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아,성인가요/트로트
86,HERO,임영웅,HERO,성인가요/트로트
87,끝사랑,임영웅,사랑의 콜센타 PART61,성인가요/트로트
88,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3,"록/메탈, 국내드라마"
89,언덕나무,이승윤,그 해 우리는 OST Part.7,"발라드, 국내드라마"
90,우연히 봄,"로꼬, 유주 (YUJU)",냄새를 보는 소녀 OST Part.2,"발라드, 랩/힙합, 국내드라마"
91,꽃 (With 김민석 of 멜로망스),박봄 (Park Bom),꽃,발라드
92,우리가 헤어져야 했던 이유,비비 (BIBI),그 해 우리는 OST Part.2,"발라드, 국내드라마"
93,That's Hilarious,Charlie Puth,CHARLIE,POP
94,너의 번호를 누르고,김나영,너의 번호를 누르고,발라드
95,O.O,NMIXX,AD MARE,댄스
96,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,"R&B/Soul, 인디음악"
97,Bk Love,임영웅,뽕숭아학당 PART23,랩/힙합
98,우리들의 블루스,임영웅,IM HERO,발라드
99,나는 트로트가 싫어요,임창정,별거 없던 그 하루로,댄스
100,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,발라드
