순위,곡명,가수,앨범,장르
43,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),발라드
44,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
45,Bad Habits,Ed Sheeran,=,POP
46,고백,멜로망스,세 번째 '고백',"발라드, 인디음악"
47,안녕 우린 헤어져야만 해,"전상근, 신예영",안녕 우린 헤어져야만 해,발라드
48,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix,랩/힙합
49,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (MAKTUB),Red Moon : Beyond The Light,"R&B/Soul, 인디음악"
50,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,발라드
51,Still I Love You,토요태,Still I Love You,R&B/Soul
52,러브레터,아이유,조각집,발라드
53,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
54,언덕나무,이승윤,그 해 우리는 OST Part.7,"발라드, 국내드라마"
55,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,발라드
56,롤린 (Rollin'),브레이브걸스,Rollin',댄스
57,내 손을 잡아,아이유,최고의 사랑 OST Part.4,"발라드, 국내드라마"
58,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게,R&B/Soul
59,MBTI (Feat. 쿠기 & 로꼬) (Prod. GRAY),BE'O (비오),쇼미더머니 10 Semi Final,랩/힙합
60,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL,댄스
61,Off My Face,Justin Bieber,Justice (The Complete Edition),POP
62,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌,시간을 거슬러 (낮에 뜨는 달 X 케이윌),발라드
63,너,아이유,조각집,포크/블루스
64,Blueming,아이유,Love poem,록/메탈
65,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,"R&B/Soul, 인디음악"
66,너의 모든 순간,성시경,별에서 온 그대 OST Part.7,"발라드, 국내드라마"
67,사랑이 아니었다고 말하지 마요,이예준,사랑이 아니었다고 말하지 마요,발라드
68,그대라는 사치,임영웅,사랑의 콜센타 PART62,발라드
69,비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021),"발라드, 국내드라마"
70,Can't Control Myself,태연 (TAEYEON),Can't Control Myself,발라드
71,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들),발라드
72,좋아좋아,조정석,슬기로운 의사생활 시즌2 OST Part 5,"발라드, 국내드라마"
73,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까,발라드
74,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56,성인가요/트로트
75,멜로디,ASH ISLAND,멜로디,랩/힙합
76,Queendom,Red Velvet (레드벨벳),Queendom - The 6th Mini Album,댄스
77,죽을 만큼 아파서 (Feat. JAMIE (제이미)),MC몽,20th Anniversary Edition ‘Dark Hole’,랩/힙합
78,DUMB DUMB,전소미,DUMB DUMB,댄스
79,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),POP
80,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
81,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,댄스
82,나 그댈위해 시 한편을 쓰겠어,케이시 (Kassy),옛이야기,발라드
83,매일 크리스마스 (Everyday Christmas),다비치,매일 크리스마스 (Everyday Christmas),댄스
84,비와 당신,이무진,슬기로운 의사생활 시즌2 OST Part 1,"록/메탈, 국내드라마"
85,잊었니,임영웅,사랑의 콜센타 PART60,성인가요/트로트
86,19금 abcdefu,GAYLE,abcdefu,POP
87,ASAP,STAYC(스테이씨),STAYDOM,댄스
88,호랑수월가,탑현,호랑수월가,발라드
89,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, 방탄소년단",Savage Love (Laxed - Siren Beat) [BTS Remix],POP
90,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아,성인가요/트로트
91,"호우주의 (Feat. 개코, 넉살 (Nucksal)) (Prod. 코드 쿤스트)","조광일, 코드 쿤스트 (CODE KUNST)",쇼미더머니 10 Semi Final,랩/힙합
92,"19금 Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,Justice (The Complete Edition),POP
93,탕!♡,MINO (송민호),"""TO INFINITY.""",랩/힙합
94,HERO,임영웅,HERO,성인가요/트로트
95,여름비,샘김 (Sam Kim),그 해 우리는 OST Part.8,"포크/블루스, 국내드라마"
96,끝사랑,임영웅,사랑의 콜센타 PART61,성인가요/트로트
97,Life Goes On,방탄소년단,BE,랩/힙합
98,"깐부 (Feat. 염따, ASH ISLAND) (Prod. TOIL)",KOONTA (쿤타),쇼미더머니 10 Episode 3,랩/힙합
99,Santa Tell Me,Ariana Grande,Santa Tell Me,POP
100,Bk Love,임영웅,뽕숭아학당 PART23,랩/힙합
