순위,곡명,가수,앨범,장르
33,아로하,조정석,슬기로운 의사생활 OST Part 3,"발라드, 국내드라마"
34,Dolphin,오마이걸 (OH MY GIRL),NONSTOP,댄스
35,METEOR,창모 (CHANGMO),Boyhood,랩/힙합
36,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
37,Blueming,아이유,Love poem,록/메탈
38,가을밤에 든 생각,잔나비,잔나비 소곡집 l,"인디음악, 록/메탈"
39,마리아 (Maria),화사 (HWASA),María,댄스
40,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,댄스
41,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어,발라드
42,눈누난나 (NUNU NANA),제시 (Jessi),NUNA,랩/힙합
43,사실 나는 (Feat.전건호),경서예지,사실 나는,발라드
44,서면역에서,순순희,서면역에서,"발라드, 인디음악"
45,원해 (Feat. 팔로알토) (Prod. 코드 쿤스트),"스윙스, 맥대디 (Mckdaddy), Khakii (카키), 래원 (Layone), 코드 쿤스트 (CODE KUNST)",쇼미더머니 9 Episode 1,랩/힙합
46,Memories,Maroon 5,JORDI (Deluxe),POP
47,홀로,이하이,홀로,R&B/Soul
48,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,"R&B/Soul, 인디음악"
49,적외선 카메라,원슈타인,쇼미더머니 9 Episode 3,랩/힙합
50,사랑은 지날수록 더욱 선명하게 남아,전상근,한 걸음 : 흔적,발라드
51,Dance Monkey,Tones And I,The Kids Are Coming,POP
52,마음을 드려요,아이유,사랑의 불시착 OST Part 11,"발라드, 국내드라마"
53,악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. 코드 쿤스트),"스윙스, 코드 쿤스트 (CODE KUNST)",쇼미더머니 9 Semi Final,랩/힙합
54,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, VIXX (빅스)",Jelly Christmas 2012 HEART PROJECT,발라드
55,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
56,Downtown Baby,블루 (BLOO),Downtown Baby,"랩/힙합, 인디음악"
57,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,발라드
58,2002,Anne-Marie,Speak Your Mind (Deluxe),POP
59,"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈,"사랑 못해, 남들 쉽게 다 하는 거",발라드
60,소확행,임창정,힘든 건 사랑이 아니다,발라드
61,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP,댄스
62,놓아줘 (with 태연),Crush,with HER,R&B/Soul
63,시작,가호 (Gaho),이태원 클라쓰 OST Part.2,"록/메탈, 국내드라마"
64,처음처럼,엠씨더맥스 (M.C the MAX),CEREMONIA,발라드
65,안녕,폴킴,호텔 델루나 OST Part.10,"발라드, 국내드라마"
66,행복해,송하예,Happy,발라드
67,Bad Boy,"청하, Christopher",Bad Boy,POP
68,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
69,내 방을 여행하는 법,방탄소년단,BE,R&B/Soul
70,너도 아는,폴킴,너도 아는,발라드
71,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11,"발라드, 국내드라마"
72,Blue & Grey,방탄소년단,BE,발라드
73,너를 만나,폴킴,너를 만나,발라드
74,Don't Start Now,Dua Lipa,Future Nostalgia,POP
75,부어라 비워라 (Tricker) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),쇼미더머니 9 Episode 3,랩/힙합
76,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온",Red Moon : Ode To The Stars,"R&B/Soul, 인디음악"
77,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",다시 여기 바닷가,댄스
78,고독하구만 (Feat. 수퍼비) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),쇼미더머니 9 Semi Final,랩/힙합
79,Love poem,아이유,Love poem,록/메탈
80,아무노래,지코 (ZICO),아무노래,랩/힙합
81,ON,방탄소년단,MAP OF THE SOUL : 7,랩/힙합
82,12:45 (Stripped),Etham,12:45 (Stripped),POP
83,Black Mamba,aespa,Black Mamba,댄스
84,AYA,마마무 (Mamamoo),TRAVEL,댄스
85,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI),쇼미더머니 9 Final,랩/힙합
86,Maniac,Conan Gray,Maniac,POP
87,"윈윈 (Feat. 개코, BewhY) (Prod. BewhY)","허성현 (Huh), dsel, 가오가이 (kaogaii), 언텔 (untell)",쇼미더머니 9 Episode 1,랩/힙합
88,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),POP
89,"ON AIR (Feat. 로꼬, 박재범 & GRAY)",릴보이 (lIlBOI),쇼미더머니 9 Final,랩/힙합
90,What Do I Call You,태연 (TAEYEON),What Do I Call You - The 4th Mini Album,R&B/Soul
91,Panorama,IZ*ONE (아이즈원),One-reeler / Act IV,댄스
92,Pretty Savage,BLACKPINK,THE ALBUM,랩/힙합
93,덤디덤디 (DUMDi DUMDi),i-dle (아이들),덤디덤디 (DUMDi DUMDi),댄스
94,그때 그 아인,김필,이태원 클라쓰 OST Part.6,"발라드, 국내드라마"
95,잠시,방탄소년단,BE,랩/힙합
96,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,발라드
97,너의 곁에만 맴돌아,노을,너의 곁에만 맴돌아,발라드
98,잘할게,이승기,The Project,발라드
99,밤새 (취향저격 그녀 X 카더가든),카더가든,밤새 (취향저격 그녀 X 카더가든),발라드
100,축하해 (Prod. By VAN.C),오반(OVAN),축하해,"랩/힙합, 인디음악"
