순위,곡명,가수,앨범,장르
76,너를 만나,폴킴,너를 만나,발라드
77,Monster,레드벨벳-아이린&슬기,Monster - The 1st Mini Album,댄스
78,To Die For,Sam Smith,To Die For,POP
79,FIESTA,IZ*ONE (아이즈원),BLOOM*IZ,댄스
80,돌덩이,하현우 (국카스텐),이태원 클라쓰 OST Part.3,"록/메탈, 국내드라마"
81,비,폴킴,비,R&B/Soul
82,"너에게 난, 나에게 넌",미도와 파라솔,슬기로운 의사생활 OST Part 12,"발라드, 국내드라마"
83,Moon,방탄소년단,MAP OF THE SOUL : 7,랩/힙합
84,HIP,마마무 (Mamamoo),reality in BLACK,댄스
85,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,발라드
86,Filter,방탄소년단,MAP OF THE SOUL : 7,랩/힙합
87,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,발라드
88,어느 60대 노부부이야기,임영웅,내일은 미스터트롯 트롯 에이드 베스트,성인가요/트로트
89,WANNABE,ITZY (있지),IT'z ME,댄스
90,숲의 아이 (Bon voyage),유아 (오마이걸),Bon Voyage,댄스
91,Candy,백현 (BAEKHYUN),Delight - The 2nd Mini Album,R&B/Soul
92,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온",Red Moon : Ode To The Stars,"R&B/Soul, 인디음악"
93,시차,방탄소년단,MAP OF THE SOUL : 7,랩/힙합
94,내 눈물 모아,휘인 (Whee In),슬기로운 의사생활 OST Part 8,"발라드, 국내드라마"
95,아틀란티스 소녀 (Atlantis Princess),볼빨간사춘기,Our Beloved BoA #2 - SM STATION,댄스
96,We are Bulletproof : the Eternal,방탄소년단,MAP OF THE SOUL : 7,랩/힙합
97,그대 고운 내사랑,어반자카파,슬기로운 의사생활 OST Part 5,"발라드, 국내드라마"
98,환상동화 (Secret Story of the Swan),IZ*ONE (아이즈원),Oneiric Diary (幻想日記),댄스
99,조금 취했어 (Prod. 2soo),임재현,조금 취했어,"발라드, 인디음악"
100,깡 Official Remix,"식케이 (Sik-K), pH-1, 박재범, 김하온 (HAON)",깡 Official Remix,랩/힙합
