순위,곡명,가수,앨범,장르
79,00:00 (Zero O’Clock),방탄소년단,MAP OF THE SOUL : 7,랩/힙합
80,너의 밤은 어때 (취향저격 그녀 X 정은지),정은지,너의 밤은 어때 (취향저격 그녀 X 정은지),발라드
81,밤하늘의 저 별처럼,"헤이즈 (Heize), 펀치 (Punch)",밤하늘의 저 별처럼 (브람스를 좋아하세요? OST 스페셜 트랙),"R&B/Soul, 국내드라마"
82,여름 안에서 by 싹쓰리 (Feat. 황광희),"싹쓰리 (유두래곤, 린다G, 비룡)",여름 안에서 by 싹쓰리,댄스
83,첫 줄,신용재 (2F),Dear,발라드
84,MORE & MORE,TWICE (트와이스),MORE & MORE,댄스
85,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,발라드
86,숲의 아이 (Bon voyage),유아 (오마이걸),Bon Voyage,댄스
87,PLAY (Feat. 창모),청하,PLAY,댄스
88,To Die For,Sam Smith,To Die For,POP
89,HIP,마마무 (Mamamoo),reality in BLACK,댄스
90,Black Swan,방탄소년단,MAP OF THE SOUL : 7,랩/힙합
91,잠이 들어야 (Feat. 헤이즈),로꼬,SOME TIME,랩/힙합
92,LINDA (Feat. 윤미래),린다G,두리쥬와 X LINDA X 신난다,랩/힙합
93,친구,방탄소년단,MAP OF THE SOUL : 7,랩/힙합
94,어떻게 지내 (답가),런치,어떻게 지내 (답가),"랩/힙합, 인디음악"
95,딩가딩가 (Dingga),마마무 (Mamamoo),딩가딩가 (Dingga),댄스
96,Filter,방탄소년단,MAP OF THE SOUL : 7,랩/힙합
97,하루도 그대를 사랑하지 않은 적이 없었다,임창정,하루도 그대를 사랑하지 않은 적이 없었다,발라드
98,어느 60대 노부부이야기,임영웅,내일은 미스터트롯 트롯 에이드 베스트,성인가요/트로트
99,Moon,방탄소년단,MAP OF THE SOUL : 7,랩/힙합
100,잠이 오질 않네요,장범준,잠이 오질 않네요,발라드
