순위,곡명,가수,앨범,장르
26,홀로,이하이,홀로,R&B/Soul
27,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (MIRANI), 먼치맨(MUNCHMAN), Khundi Panda, 머쉬베놈 (MUSHVENOM)",쇼미더머니 9 Episode 1,랩/힙합
28,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어,발라드
29,가을밤에 든 생각,잔나비,잔나비 소곡집 l,"인디음악, 록/메탈"
30,Dance Monkey,Tones And I,The Kids Are Coming,POP
31,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
32,Downtown Baby,블루 (BLOO),Downtown Baby,"랩/힙합, 인디음악"
33,서면역에서,순순희,서면역에서,"발라드, 인디음악"
34,Memories,Maroon 5,JORDI (Deluxe),POP
35,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,댄스
36,사랑은 지날수록 더욱 선명하게 남아,전상근,한 걸음 : 흔적,발라드
37,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",다시 여기 바닷가,댄스
38,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재),발라드
39,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),Red Moon : To You My Light,"R&B/Soul, 인디음악"
40,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해,발라드
41,Bad Boy,"청하, Christopher",Bad Boy,POP
42,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP,댄스
43,2002,Anne-Marie,Speak Your Mind (Deluxe),POP
44,마음을 드려요,아이유,사랑의 불시착 OST Part 11,"발라드, 국내드라마"
45,너도 아는,폴킴,너도 아는,발라드
46,"사랑 못해, 남들 쉽게 다 하는 거",먼데이 키즈,"사랑 못해, 남들 쉽게 다 하는 거",발라드
47,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11,"발라드, 국내드라마"
48,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
49,처음처럼,엠씨더맥스 (M.C the MAX),CEREMONIA,발라드
50,Don't Start Now,Dua Lipa,Future Nostalgia,POP
51,안녕,폴킴,호텔 델루나 OST Part.10,"발라드, 국내드라마"
52,덤디덤디 (DUMDi DUMDi),i-dle (아이들),덤디덤디 (DUMDi DUMDi),댄스
53,사실 나는 (Feat.전건호),경서예지,사실 나는,발라드
54,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
55,행복해,송하예,Happy,발라드
56,소확행,임창정,힘든 건 사랑이 아니다,발라드
57,Pretty Savage,BLACKPINK,THE ALBUM,랩/힙합
58,뻔한남자,이승기,뻔한남자,발라드
59,Life Goes On,방탄소년단,BE,랩/힙합
60,아무노래,지코 (ZICO),아무노래,랩/힙합
61,AYA,마마무 (Mamamoo),TRAVEL,댄스
62,12:45 (Stripped),Etham,12:45 (Stripped),POP
63,별을 담은 시 (Ode To The Stars),"마크툽 (MAKTUB), 이라온",Red Moon : Ode To The Stars,"R&B/Soul, 인디음악"
64,Ice Cream (with Selena Gomez),BLACKPINK,Ice Cream (with Selena Gomez),댄스
65,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),발라드
66,너를 만나,폴킴,너를 만나,발라드
67,ON,방탄소년단,MAP OF THE SOUL : 7,랩/힙합
68,Love poem,아이유,Love poem,록/메탈
69,시작,가호 (Gaho),이태원 클라쓰 OST Part.2,"록/메탈, 국내드라마"
70,Not Shy,ITZY (있지),Not Shy,댄스
71,Summer Hate (Feat. 비),지코 (ZICO),RANDOM BOX,랩/힙합
72,Maniac,Conan Gray,Maniac,POP
73,너의 곁에만 맴돌아,노을,너의 곁에만 맴돌아,발라드
74,축하해 (Prod. By VAN.C),오반(OVAN),축하해,"랩/힙합, 인디음악"
75,도망가,MINO (송민호),TAKE,랩/힙합
76,가을 타나 봐,바이브,가을 타나 봐,발라드
77,보라빛 밤 (pporappippam),선미,보라빛 밤 (pporappippam),댄스
78,Paris in the Rain,Lauv,I met you when I was 18. (the playlist),POP
79,밤새 (취향저격 그녀 X 카더가든),카더가든,밤새 (취향저격 그녀 X 카더가든),발라드
80,취했나봐,황인욱,취했나봐,발라드
81,그때 그 아인,김필,이태원 클라쓰 OST Part.6,"발라드, 국내드라마"
82,좋은 사람 있으면 소개시켜줘,조이 (JOY),슬기로운 의사생활 OST Part 2,"발라드, 국내드라마"
83,시든 꽃에 물을 주듯,HYNN (박혜원),시든 꽃에 물을 주듯,발라드
84,Psycho,Red Velvet (레드벨벳),‘The ReVe Festival’ Finale,댄스
85,Into the I-LAND,아이유,I-LAND Part.1 Signal Song,댄스
86,첫 줄,신용재 (2F),Dear,발라드
87,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",POP
88,Painkiller,Ruel,Painkiller,POP
89,하루도 그대를 사랑하지 않은 적이 없었다,임창정,하루도 그대를 사랑하지 않은 적이 없었다,발라드
90,잠이 들어야 (Feat. 헤이즈),로꼬,SOME TIME,랩/힙합
91,Stuck with U,"Ariana Grande, Justin Bieber",Stuck with U,POP
92,사랑하고 싶지 않아 (바른연애 길잡이 X XIA (준수)),XIA (준수),사랑하고 싶지 않아 (바른연애 길잡이 X XIA (준수)),발라드
93,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기,사춘기집Ⅱ 꽃 본 나비,"인디음악, 포크/블루스"
94,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어,발라드
95,HIP,마마무 (Mamamoo),reality in BLACK,댄스
96,반만,진민호,반만,발라드
97,밤하늘의 저 별처럼,"헤이즈 (Heize), 펀치 (Punch)",밤하늘의 저 별처럼 (브람스를 좋아하세요? OST 스페셜 트랙),"R&B/Soul, 국내드라마"
98,Freak (Prod. Slom),"릴보이 (lIlBOI), 원슈타인, Chillin Homie, 스카이민혁 (Skyminhyuk)",쇼미더머니 9 Episode 1,랩/힙합
99,Dancing Cartoon,볼빨간사춘기,Filmlet,"댄스, 인디음악"
100,화려하지 않은 고백,규현 (KYUHYUN),슬기로운 의사생활 OST Part 4,"발라드, 국내드라마"
