순위,곡명,가수,앨범,장르
70,Dangerously,Charlie Puth,Nine Track Mind (Deluxe Edition),POP
71,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
72,Butter,방탄소년단,Butter,댄스
73,Devil by the Window,투모로우바이투게더,이름의 장: TEMPTATION,댄스
74,주저하는 연인들을 위해,잔나비,전설,"인디음악, 록/메탈"
75,새벽에 걸려온 너의 전화는,한동근,미련을 말하는,발라드
76,7시에 들어줘 (Feat. Peder Elias),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',R&B/Soul
77,Teddy Bear,STAYC(스테이씨),Teddy Bear,댄스
78,무지개,임영웅,IM HERO,록/메탈
79,London Boy,임영웅,Polaroid,록/메탈
80,Love story,볼빨간사춘기,Seoul,"인디음악, 포크/블루스"
81,우린 그렇게 사랑해서,"강민경 (다비치), 잔나비 최정훈",우린 그렇게 사랑해서,발라드
82,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),발라드
83,네버랜드를 떠나며,투모로우바이투게더,이름의 장: TEMPTATION,록/메탈
84,아버지,임영웅,IM HERO,발라드
85,희재,성시경,국화꽃 향기 OST,"발라드, 국내영화"
86,Polaroid,임영웅,Polaroid,록/메탈
87,Poppy (Korean Ver.),STAYC(스테이씨),Teddy Bear,댄스
88,가슴으로 운다,김연지,가슴으로 운다,발라드
89,도깨비불 (Illusion),aespa,Girls - The 2nd Mini Album,댄스
90,Tinnitus (돌멩이가 되고 싶어),투모로우바이투게더,이름의 장: TEMPTATION,R&B/Soul
91,그 겨울이 잠든 거리에서,"경서예지, 전건호",그 겨울이 잠든 거리에서 (경서예지 x 전건호),발라드
92,FOREVER 1,소녀시대 (GIRLS' GENERATION),FOREVER 1 - The 7th Album,댄스
93,내 손을 잡아,아이유,최고의 사랑 OST Part.4,"발라드, 국내드라마"
94,Happy Fools (feat. Coi Leray),투모로우바이투게더,이름의 장: TEMPTATION,랩/힙합
95,인생찬가,임영웅,IM HERO,발라드
96,A bientot,임영웅,IM HERO,랩/힙합
97,위하여 (We Higher) (Prod. GroovyRoom),"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), 블라세 (BLASÉ), 노윤하, Polodared, Chillin Homie, Fleeky Bang",쇼미더머니 11 Episode 1,랩/힙합
98,Permission to Dance,방탄소년단,Butter / Permission to Dance,댄스
99,Snowman,Sia,Everyday Is Christmas (Snowman Deluxe Edition),POP
100,신호등,이무진,신호등,록/메탈
