순위,곡명,가수,앨범,장르
83,겁도 없이 (feat. BIG Naughty),B.I,TO DIE FOR,랩/힙합
84,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,댄스
85,아버지,임영웅,IM HERO,발라드
86,CHRISTIAN,Zior Park,WHERE DOES SASQUATCH LIVE? PART 1,록/메탈
87,Polaroid,임영웅,Polaroid,록/메탈
88,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자,R&B/Soul
89,한사람만 (2023) (여름날 우리 X 이홍기 (FT아일랜드)),이홍기 (FT아일랜드),한사람만 (2023) (여름날 우리 X 이홍기 (FT아일랜드)),발라드
90,주저하는 연인들을 위해,잔나비,전설,"인디음악, 록/메탈"
91,나의 바람 (Wind And Wish),비투비,WIND AND WISH,댄스
92,FRIEND THE END,볼빨간사춘기,사랑.zip,"인디음악, 포크/블루스"
93,사랑하지 않아서 그랬니,지아,사랑하지 않아서 그랬니,발라드
94,The Planet,방탄소년단,The Planet,댄스
95,인생찬가,임영웅,IM HERO,발라드
96,Pink Venom,BLACKPINK,BORN PINK,랩/힙합
97,Boat,죠지,Boat,R&B/Soul
98,Say I Love You,우디 (Woody),Say I Love You (Re : WIND 4MEN Vol.04),발라드
99,예뻤어 (여름날 우리 X 김민석 (멜로망스)),김민석,예뻤어 (여름날 우리 X 김민석 (멜로망스)),록/메탈
100,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
