순위,곡명,가수,앨범,장르
74,떠나보낼 준비해 둘걸 그랬어,임한별,떠나보낼 준비해 둘걸 그랬어,발라드
75,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), R.Tee, 던말릭 (DON MALIK), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), 로스 (Los)",쇼미더머니 11 Episode 1,랩/힙합
76,보고싶었어,WSG워너비(4FIRE),WSG워너비 1집,R&B/Soul
77,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,PROTOTYPE RESEARCH #0063,랩/힙합
78,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
79,첫사랑,백아,첫사랑,"인디음악, 포크/블루스"
80,혼자서 걸어요 (Prod. by 나얼),태연 (TAEYEON),나얼 <Ballad Pop City>,발라드
81,이젠 안녕,투모로우바이투게더,이젠 안녕 (연애혁명 X 투모로우바이투게더),발라드
82,WHEN I MOVE,카라,MOVE AGAIN,댄스
83,니 번호가 뜨는 일,이예준,니 번호가 뜨는 일,발라드
84,London Boy,임영웅,Polaroid,록/메탈
85,Permission to Dance,방탄소년단,Butter / Permission to Dance,댄스
86,무지개,임영웅,IM HERO,록/메탈
87,Expectations,"Anne-Marie, 민니 (MINNIE), i-dle (아이들)",Expectations,POP
88,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",Left and Right (Feat. Jung Kook of BTS),POP
89,Polaroid,임영웅,Polaroid,록/메탈
90,주저하는 연인들을 위해,잔나비,전설,"인디음악, 록/메탈"
91,Love story,볼빨간사춘기,Seoul,"인디음악, 포크/블루스"
92,아버지,임영웅,IM HERO,발라드
93,친구로 지내다 보면 (Feat. 김민석 of 멜로망스),BIG Naughty (서동현),친구로 지내다 보면,R&B/Soul
94,희재,성시경,국화꽃 향기 OST,"발라드, 국내영화"
95,내 손을 잡아,아이유,최고의 사랑 OST Part.4,"발라드, 국내드라마"
96,새벽에 걸려온 너의 전화는,한동근,미련을 말하는,발라드
97,인생찬가,임영웅,IM HERO,발라드
98,A bientot,임영웅,IM HERO,랩/힙합
99,Kitsch,IVE (아이브),I've IVE,댄스
100,걸음을 멈추는 날,나얼,나얼 <Ballad Pop City>,발라드
