순위,곡명,가수,앨범,장르
72,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,'키스 먼저 할까요?' OST Part.3,"발라드, 국내드라마"
73,Dynamite,방탄소년단,Dynamite (DayTime Version),댄스
74,다시 만날 수 있을까,임영웅,IM HERO,발라드
75,눈이 오잖아(Feat.헤이즈),이무진,눈이 오잖아(Feat.헤이즈),발라드
76,"밤, 바다",최유리,여행: 플리(playlist) OST Part.2,발라드
77,Summer (Feat. BE’O (비오)),Paul Blanco,Summer,랩/힙합
78,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,성인가요/트로트
79,봄날,방탄소년단,YOU NEVER WALK ALONE,랩/힙합
80,에피소드,이무진,에피소드,록/메탈
81,STAY,"The Kid LAROI, Justin Bieber",Stay,POP
82,건물 사이에 피어난 장미 (Rose Blossom),H1-KEY (하이키),H1-KEY 1st Mini Album [Rose Blossom],댄스
83,숲,최유리,유영,"인디음악, 포크/블루스"
84,Butter,방탄소년단,Butter,댄스
85,DIE 4 YOU,DEAN,4:44,R&B/Soul
86,19금 3D (feat. Jack Harlow),"정국, Jack Harlow",3D (feat. Jack Harlow),댄스
87,무지개,임영웅,IM HERO,록/메탈
88,"그대가 있는 곳, 언제 어디든",로이킴,로이킴 X 마이데몬,"발라드, 국내드라마"
89,꽃,지수 (JISOO),ME,댄스
90,Must Have Love,"SG 워너비, 브라운아이드걸스",SG워너비 & 브라운아이드걸스 싱글,R&B/Soul
91,"이쁜 여자가 좋더라 (Feat. Gist, Jayci yucca)",릴러말즈 (Leellamarz),인생은 한번이야,랩/힙합
92,아버지,임영웅,IM HERO,발라드
93,London Boy,임영웅,Polaroid,록/메탈
94,미쳐버리겠다 (MAD),BE'O (비오),미쳐버리겠다 (MAD),랩/힙합
95,Still With You,정국,Still With You,R&B/Soul
96,Underneath The Tree,Kelly Clarkson,Wrapped In Red (Deluxe Version),POP
97,Yes or No,정국,GOLDEN,R&B/Soul
98,사랑할 수밖에,볼빨간사춘기,Merry Go Round,"발라드, 인디음악"
99,Polaroid,임영웅,Polaroid,록/메탈
100,Vancouver 2,BIG Naughty (서동현),ICN > YVR,록/메탈
